relative_to,sender,receiver,operator,type,date,amount
Colette Robert-Lambert,Colette Robert-Lambert,Pauline Collin-Lesage,mtn,TRANSFER,2022-01-14,155700
Pauline Collin-Lesage,Colette Robert-Lambert,Pauline Collin-Lesage,mtn,RECEIPT,2022-01-14,155700
Colette Robert-Lambert,Diane Lemoine,Colette Robert-Lambert,mtn,RECEIPT,2022-01-14,441300
Diane Lemoine,Diane Lemoine,Colette Robert-Lambert,mtn,TRANSFER,2022-01-14,441300
Colette Robert-Lambert,Noémi Perrin,Colette Robert-Lambert,mtn,RECEIPT,2022-01-15,64000
Noémi Perrin,Noémi Perrin,Colette Robert-Lambert,mtn,TRANSFER,2022-01-15,64000
Colette Robert-Lambert,Colette Robert-Lambert,Édouard Mahe,mtn,TRANSFER,2022-01-15,12800
Édouard Mahe,Colette Robert-Lambert,Édouard Mahe,mtn,RECEIPT,2022-01-15,12800
,,,mtn,CASH_OUT,2022-01-21,147700
Colette Robert-Lambert,Georges Bouvet,Colette Robert-Lambert,mtn,RECEIPT,2022-01-25,199700
Georges Bouvet,Georges Bouvet,Colette Robert-Lambert,mtn,TRANSFER,2022-01-25,199700
,,Colette Robert-Lambert,mtn,CASH_IN,2022-01-25,157300
Colette Robert-Lambert,Michelle Roy,Colette Robert-Lambert,mtn,RECEIPT,2022-01-26,437100
Michelle Roy,Michelle Roy,Colette Robert-Lambert,mtn,TRANSFER,2022-01-26,437100
,,,mtn,CASH_OUT,2022-01-01,499000
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-01-01,181900
,,,mtn,CASH_OUT,2022-01-02,124800
Théodore-Alain Laroche,Théodore-Alain Laroche,Laetitia Lefort,mtn,TRANSFER,2022-01-04,356900
Laetitia Lefort,Théodore-Alain Laroche,Laetitia Lefort,mtn,RECEIPT,2022-01-04,356900
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-01-04,25800
Théodore-Alain Laroche,Théodore-Alain Laroche,Édouard Mahe,mtn,TRANSFER,2022-01-04,379200
Édouard Mahe,Théodore-Alain Laroche,Édouard Mahe,mtn,RECEIPT,2022-01-04,379200
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-01-05,419700
,,,mtn,CASH_OUT,2022-01-06,296300
Théodore-Alain Laroche,Théodore-Alain Laroche,Rémy du Delaunay,mtn,TRANSFER,2022-01-09,492500
Rémy du Delaunay,Théodore-Alain Laroche,Rémy du Delaunay,mtn,RECEIPT,2022-01-09,492500
,,,mtn,CASH_OUT,2022-01-09,306300
,,,mtn,CASH_OUT,2022-01-10,233300
Théodore-Alain Laroche,Olivier Dumont,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-10,219200
Olivier Dumont,Olivier Dumont,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-10,219200
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-01-11,49000
Théodore-Alain Laroche,Léon Mary,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-11,451800
Léon Mary,Léon Mary,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-11,451800
Théodore-Alain Laroche,Caroline Roche,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-13,208700
Caroline Roche,Caroline Roche,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-13,208700
Théodore-Alain Laroche,Matthieu-Étienne Legendre,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-13,34700
Matthieu-Étienne Legendre,Matthieu-Étienne Legendre,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-13,34700
,,,mtn,CASH_OUT,2022-01-15,269300
Théodore-Alain Laroche,Georges Bouvet,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-15,32400
Georges Bouvet,Georges Bouvet,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-15,32400
Théodore-Alain Laroche,Gilbert-Stéphane Blanchet,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-15,410800
Gilbert-Stéphane Blanchet,Gilbert-Stéphane Blanchet,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-15,410800
Théodore-Alain Laroche,Théodore-Alain Laroche,Michel Joseph,mtn,TRANSFER,2022-01-15,478300
Michel Joseph,Théodore-Alain Laroche,Michel Joseph,mtn,RECEIPT,2022-01-15,478300
Théodore-Alain Laroche,René de la Descamps,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-16,106300
René de la Descamps,René de la Descamps,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-16,106300
,,,mtn,CASH_OUT,2022-01-17,314800
Théodore-Alain Laroche,Théodore-Alain Laroche,Christine Le Jacquet,mtn,TRANSFER,2022-01-18,172800
Christine Le Jacquet,Théodore-Alain Laroche,Christine Le Jacquet,mtn,RECEIPT,2022-01-18,172800
Théodore-Alain Laroche,Théodore-Alain Laroche,Patrick Gaillard,mtn,TRANSFER,2022-01-18,363500
Patrick Gaillard,Théodore-Alain Laroche,Patrick Gaillard,mtn,RECEIPT,2022-01-18,363500
,,,mtn,CASH_OUT,2022-01-19,147600
Théodore-Alain Laroche,Théodore-Alain Laroche,Michel Joseph,mtn,TRANSFER,2022-01-20,292700
Michel Joseph,Théodore-Alain Laroche,Michel Joseph,mtn,RECEIPT,2022-01-20,292700
Théodore-Alain Laroche,Georges Bouvet,Théodore-Alain Laroche,mtn,RECEIPT,2022-01-23,50800
Georges Bouvet,Georges Bouvet,Théodore-Alain Laroche,mtn,TRANSFER,2022-01-23,50800
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-01-24,340900
,,Théodore-Alain Laroche,mtn,CASH_IN,2022-01-26,442500
,,,moov,CASH_OUT,2022-01-01,81800
,,,moov,CASH_OUT,2022-01-05,68700
,,Alice Brunet du Pascal,moov,CASH_IN,2022-01-06,413600
Alice Brunet du Pascal,Robert Martin,Alice Brunet du Pascal,moov,RECEIPT,2022-01-07,283500
Robert Martin,Robert Martin,Alice Brunet du Pascal,moov,TRANSFER,2022-01-07,283500
Alice Brunet du Pascal,Émile-Paul Letellier,Alice Brunet du Pascal,moov,RECEIPT,2022-01-07,254700
Émile-Paul Letellier,Émile-Paul Letellier,Alice Brunet du Pascal,moov,TRANSFER,2022-01-07,254700
,,Alice Brunet du Pascal,moov,CASH_IN,2022-01-10,247100
Alice Brunet du Pascal,Alice Brunet du Pascal,Luc Bègue-Poulain,moov,TRANSFER,2022-01-10,251600
Luc Bègue-Poulain,Alice Brunet du Pascal,Luc Bègue-Poulain,moov,RECEIPT,2022-01-10,251600
,,,moov,CASH_OUT,2022-01-12,113600
Alice Brunet du Pascal,Olivie Dupuis,Alice Brunet du Pascal,moov,RECEIPT,2022-01-13,293000
Olivie Dupuis,Olivie Dupuis,Alice Brunet du Pascal,moov,TRANSFER,2022-01-13,293000
,,Alice Brunet du Pascal,moov,CASH_IN,2022-01-13,344600
,,,moov,CASH_OUT,2022-01-13,427200
Alice Brunet du Pascal,Raymond Barbier,Alice Brunet du Pascal,moov,RECEIPT,2022-01-17,376500
Raymond Barbier,Raymond Barbier,Alice Brunet du Pascal,moov,TRANSFER,2022-01-17,376500
Alice Brunet du Pascal,Jacques Devaux-Ruiz,Alice Brunet du Pascal,moov,RECEIPT,2022-01-18,248400
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Alice Brunet du Pascal,moov,TRANSFER,2022-01-18,248400
,,Alice Brunet du Pascal,moov,CASH_IN,2022-01-18,10700
,,Alice Brunet du Pascal,moov,CASH_IN,2022-01-19,133900
,,,moov,CASH_OUT,2022-01-19,198100
Alice Brunet du Pascal,Martine Gimenez,Alice Brunet du Pascal,moov,RECEIPT,2022-01-19,195300
Martine Gimenez,Martine Gimenez,Alice Brunet du Pascal,moov,TRANSFER,2022-01-19,195300
,,,moov,CASH_OUT,2022-01-19,69700
,,,moov,CASH_OUT,2022-01-23,449400
,,,moov,CASH_OUT,2022-01-23,465400
Alice Brunet du Pascal,Guillaume Le Chauvin,Alice Brunet du Pascal,moov,RECEIPT,2022-01-23,65600
Guillaume Le Chauvin,Guillaume Le Chauvin,Alice Brunet du Pascal,moov,TRANSFER,2022-01-23,65600
,,,moov,CASH_OUT,2022-01-25,16000
,,Alice Brunet du Pascal,moov,CASH_IN,2022-01-26,144600
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-01,140700
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-02,90900
Guillaume Le Chauvin,Thibaut Peron,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-03,303400
Thibaut Peron,Thibaut Peron,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-03,303400
Guillaume Le Chauvin,Guillaume Le Chauvin,Édouard Mahe,mtn,TRANSFER,2022-01-05,365400
Édouard Mahe,Guillaume Le Chauvin,Édouard Mahe,mtn,RECEIPT,2022-01-05,365400
Guillaume Le Chauvin,Guillaume Le Chauvin,Honoré De Sousa-Bruneau,mtn,TRANSFER,2022-01-06,167200
Honoré De Sousa-Bruneau,Guillaume Le Chauvin,Honoré De Sousa-Bruneau,mtn,RECEIPT,2022-01-06,167200
Guillaume Le Chauvin,Guillaume Le Chauvin,Luc Bègue-Poulain,mtn,TRANSFER,2022-01-06,244600
Luc Bègue-Poulain,Guillaume Le Chauvin,Luc Bègue-Poulain,mtn,RECEIPT,2022-01-06,244600
Guillaume Le Chauvin,Guillaume Le Chauvin,Christine Le Jacquet,mtn,TRANSFER,2022-01-09,425300
Christine Le Jacquet,Guillaume Le Chauvin,Christine Le Jacquet,mtn,RECEIPT,2022-01-09,425300
,,,mtn,CASH_OUT,2022-01-11,80800
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-13,422800
Guillaume Le Chauvin,Michel Joseph,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-13,138200
Michel Joseph,Michel Joseph,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-13,138200
Guillaume Le Chauvin,Yves Mary,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-14,308300
Yves Mary,Yves Mary,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-14,308300
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-14,100900
Guillaume Le Chauvin,Guillaume Le Chauvin,Rémy Renault de Laroche,mtn,TRANSFER,2022-01-14,154100
Rémy Renault de Laroche,Guillaume Le Chauvin,Rémy Renault de Laroche,mtn,RECEIPT,2022-01-14,154100
Guillaume Le Chauvin,Augustin Chevallier,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-15,206600
Augustin Chevallier,Augustin Chevallier,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-15,206600
,,,mtn,CASH_OUT,2022-01-15,150500
Guillaume Le Chauvin,Guillaume Le Chauvin,Michelle Roy,mtn,TRANSFER,2022-01-15,19600
Michelle Roy,Guillaume Le Chauvin,Michelle Roy,mtn,RECEIPT,2022-01-15,19600
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-16,150200
Guillaume Le Chauvin,Georges Bouvet,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-19,264900
Georges Bouvet,Georges Bouvet,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-19,264900
,,,mtn,CASH_OUT,2022-01-20,267700
,,,mtn,CASH_OUT,2022-01-20,469300
Guillaume Le Chauvin,Édouard Mahe,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-21,377000
Édouard Mahe,Édouard Mahe,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-21,377000
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-21,305700
,,Guillaume Le Chauvin,mtn,CASH_IN,2022-01-22,364400
,,,mtn,CASH_OUT,2022-01-22,201400
Guillaume Le Chauvin,Émilie de la Adam,Guillaume Le Chauvin,mtn,RECEIPT,2022-01-24,394700
Émilie de la Adam,Émilie de la Adam,Guillaume Le Chauvin,mtn,TRANSFER,2022-01-24,394700
,,,mtn,CASH_OUT,2022-01-25,230900
,,,mtn,CASH_OUT,2022-01-25,187500
,,,mtn,CASH_OUT,2022-01-25,393800
,,,mtn,CASH_OUT,2022-01-27,466300
,,,mtn,CASH_OUT,2022-01-03,129000
,,Léon Mary,mtn,CASH_IN,2022-01-03,373500
,,,mtn,CASH_OUT,2022-01-03,388900
Léon Mary,Léon Mary,Alexandre du Jacquet,mtn,TRANSFER,2022-01-04,200800
Alexandre du Jacquet,Léon Mary,Alexandre du Jacquet,mtn,RECEIPT,2022-01-04,200800
Léon Mary,Jules Le Gosselin,Léon Mary,mtn,RECEIPT,2022-01-06,190000
Jules Le Gosselin,Jules Le Gosselin,Léon Mary,mtn,TRANSFER,2022-01-06,190000
Léon Mary,Diane Lemoine,Léon Mary,mtn,RECEIPT,2022-01-06,413500
Diane Lemoine,Diane Lemoine,Léon Mary,mtn,TRANSFER,2022-01-06,413500
,,,mtn,CASH_OUT,2022-01-08,108600
Léon Mary,Léon Mary,Robert Martin,mtn,TRANSFER,2022-01-09,442900
Robert Martin,Léon Mary,Robert Martin,mtn,RECEIPT,2022-01-09,442900
Léon Mary,Léon Mary,René de la Descamps,mtn,TRANSFER,2022-01-09,480700
René de la Descamps,Léon Mary,René de la Descamps,mtn,RECEIPT,2022-01-09,480700
,,,mtn,CASH_OUT,2022-01-10,182100
,,,mtn,CASH_OUT,2022-01-10,482200
Léon Mary,Olivie Meyer,Léon Mary,mtn,RECEIPT,2022-01-11,271900
Olivie Meyer,Olivie Meyer,Léon Mary,mtn,TRANSFER,2022-01-11,271900
Léon Mary,Léon Mary,Augustin Chevallier,mtn,TRANSFER,2022-01-11,214000
Augustin Chevallier,Léon Mary,Augustin Chevallier,mtn,RECEIPT,2022-01-11,214000
Léon Mary,Jacques Gonzalez-Teixeira,Léon Mary,mtn,RECEIPT,2022-01-13,171100
Jacques Gonzalez-Teixeira,Jacques Gonzalez-Teixeira,Léon Mary,mtn,TRANSFER,2022-01-13,171100
,,,mtn,CASH_OUT,2022-01-14,67800
Léon Mary,Léon Mary,Théodore de la Seguin,mtn,TRANSFER,2022-01-15,341800
Théodore de la Seguin,Léon Mary,Théodore de la Seguin,mtn,RECEIPT,2022-01-15,341800
Léon Mary,Léon Mary,Josette Robin,mtn,TRANSFER,2022-01-17,280000
Josette Robin,Léon Mary,Josette Robin,mtn,RECEIPT,2022-01-17,280000
,,,mtn,CASH_OUT,2022-01-17,375100
,,,mtn,CASH_OUT,2022-01-18,70500
,,,mtn,CASH_OUT,2022-01-19,376100
Léon Mary,Léon Mary,Caroline Roche,mtn,TRANSFER,2022-01-20,359100
Caroline Roche,Léon Mary,Caroline Roche,mtn,RECEIPT,2022-01-20,359100
Léon Mary,Léon Mary,Marguerite Auger,mtn,TRANSFER,2022-01-20,417500
Marguerite Auger,Léon Mary,Marguerite Auger,mtn,RECEIPT,2022-01-20,417500
,,,mtn,CASH_OUT,2022-01-21,336600
,,,mtn,CASH_OUT,2022-01-21,452600
,,Léon Mary,mtn,CASH_IN,2022-01-21,395100
,,,mtn,CASH_OUT,2022-01-22,327400
Léon Mary,Gabrielle Mendès,Léon Mary,mtn,RECEIPT,2022-01-24,299900
Gabrielle Mendès,Gabrielle Mendès,Léon Mary,mtn,TRANSFER,2022-01-24,299900
,,Léon Mary,mtn,CASH_IN,2022-01-26,22600
Léon Mary,Auguste du Jacob,Léon Mary,mtn,RECEIPT,2022-01-27,210100
Auguste du Jacob,Auguste du Jacob,Léon Mary,mtn,TRANSFER,2022-01-27,210100
,,Rémy Renault de Laroche,moov,CASH_IN,2022-01-01,31400
,,Rémy Renault de Laroche,moov,CASH_IN,2022-01-02,483200
Rémy Renault de Laroche,Rémy Renault de Laroche,Mathilde Petitjean,moov,TRANSFER,2022-01-04,488100
Mathilde Petitjean,Rémy Renault de Laroche,Mathilde Petitjean,moov,RECEIPT,2022-01-04,488100
,,,moov,CASH_OUT,2022-01-06,317700
,,,moov,CASH_OUT,2022-01-06,453600
Rémy Renault de Laroche,Raymond Barbier,Rémy Renault de Laroche,moov,RECEIPT,2022-01-07,130700
Raymond Barbier,Raymond Barbier,Rémy Renault de Laroche,moov,TRANSFER,2022-01-07,130700
,,Rémy Renault de Laroche,moov,CASH_IN,2022-01-07,181300
Rémy Renault de Laroche,Gilbert-Stéphane Blanchet,Rémy Renault de Laroche,moov,RECEIPT,2022-01-07,465400
Gilbert-Stéphane Blanchet,Gilbert-Stéphane Blanchet,Rémy Renault de Laroche,moov,TRANSFER,2022-01-07,465400
Rémy Renault de Laroche,Rémy Renault de Laroche,Raymond Barbier,moov,TRANSFER,2022-01-08,497600
Raymond Barbier,Rémy Renault de Laroche,Raymond Barbier,moov,RECEIPT,2022-01-08,497600
Rémy Renault de Laroche,Georges Fischer,Rémy Renault de Laroche,moov,RECEIPT,2022-01-10,307900
Georges Fischer,Georges Fischer,Rémy Renault de Laroche,moov,TRANSFER,2022-01-10,307900
Rémy Renault de Laroche,Rémy Renault de Laroche,Bertrand-Benoît Pereira,moov,TRANSFER,2022-01-10,170500
Bertrand-Benoît Pereira,Rémy Renault de Laroche,Bertrand-Benoît Pereira,moov,RECEIPT,2022-01-10,170500
Rémy Renault de Laroche,Christine Le Jacquet,Rémy Renault de Laroche,moov,RECEIPT,2022-01-10,458200
Christine Le Jacquet,Christine Le Jacquet,Rémy Renault de Laroche,moov,TRANSFER,2022-01-10,458200
Rémy Renault de Laroche,Rémy Renault de Laroche,Augustin Chevallier,moov,TRANSFER,2022-01-11,370500
Augustin Chevallier,Rémy Renault de Laroche,Augustin Chevallier,moov,RECEIPT,2022-01-11,370500
,,,moov,CASH_OUT,2022-01-11,469400
Rémy Renault de Laroche,Rémy Renault de Laroche,Claude Lemaire,moov,TRANSFER,2022-01-11,206500
Claude Lemaire,Rémy Renault de Laroche,Claude Lemaire,moov,RECEIPT,2022-01-11,206500
,,,moov,CASH_OUT,2022-01-12,37000
Rémy Renault de Laroche,Rémy Renault de Laroche,Laetitia Lefort,moov,TRANSFER,2022-01-12,67600
Laetitia Lefort,Rémy Renault de Laroche,Laetitia Lefort,moov,RECEIPT,2022-01-12,67600
Rémy Renault de Laroche,Rémy Renault de Laroche,Augustin Chevallier,moov,TRANSFER,2022-01-13,273300
Augustin Chevallier,Rémy Renault de Laroche,Augustin Chevallier,moov,RECEIPT,2022-01-13,273300
Rémy Renault de Laroche,Rémy Renault de Laroche,Olivie Dupuis,moov,TRANSFER,2022-01-13,418900
Olivie Dupuis,Rémy Renault de Laroche,Olivie Dupuis,moov,RECEIPT,2022-01-13,418900
,,Rémy Renault de Laroche,moov,CASH_IN,2022-01-16,452300
Rémy Renault de Laroche,Rémy Renault de Laroche,Augustin Chevallier,moov,TRANSFER,2022-01-18,43300
Augustin Chevallier,Rémy Renault de Laroche,Augustin Chevallier,moov,RECEIPT,2022-01-18,43300
Rémy Renault de Laroche,Victoire Lemoine,Rémy Renault de Laroche,moov,RECEIPT,2022-01-19,351100
Victoire Lemoine,Victoire Lemoine,Rémy Renault de Laroche,moov,TRANSFER,2022-01-19,351100
Rémy Renault de Laroche,Rémy Renault de Laroche,Diane Lemoine,moov,TRANSFER,2022-01-19,337800
Diane Lemoine,Rémy Renault de Laroche,Diane Lemoine,moov,RECEIPT,2022-01-19,337800
,,,moov,CASH_OUT,2022-01-19,358500
Rémy Renault de Laroche,Rémy Renault de Laroche,Nicolas Millet-Bertin,moov,TRANSFER,2022-01-20,64100
Nicolas Millet-Bertin,Rémy Renault de Laroche,Nicolas Millet-Bertin,moov,RECEIPT,2022-01-20,64100
Rémy Renault de Laroche,Bertrand Delannoy,Rémy Renault de Laroche,moov,RECEIPT,2022-01-26,181100
Bertrand Delannoy,Bertrand Delannoy,Rémy Renault de Laroche,moov,TRANSFER,2022-01-26,181100
,,Rémy Renault de Laroche,moov,CASH_IN,2022-01-26,307300
,,,moov,CASH_OUT,2022-01-27,414800
Luc Clerc,Christophe Rey,Luc Clerc,mtn,RECEIPT,2022-01-01,62400
Christophe Rey,Christophe Rey,Luc Clerc,mtn,TRANSFER,2022-01-01,62400
,,,mtn,CASH_OUT,2022-01-02,225600
Luc Clerc,Caroline Roche,Luc Clerc,mtn,RECEIPT,2022-01-02,436300
Caroline Roche,Caroline Roche,Luc Clerc,mtn,TRANSFER,2022-01-02,436300
Luc Clerc,Jacques Devaux-Ruiz,Luc Clerc,mtn,RECEIPT,2022-01-13,210100
Jacques Devaux-Ruiz,Jacques Devaux-Ruiz,Luc Clerc,mtn,TRANSFER,2022-01-13,210100
Luc Clerc,Bertrand-Benoît Pereira,Luc Clerc,mtn,RECEIPT,2022-01-14,283300
Bertrand-Benoît Pereira,Bertrand-Benoît Pereira,Luc Clerc,mtn,TRANSFER,2022-01-14,283300
Luc Clerc,Luc Clerc,Bertrand-Benoît Pereira,mtn,TRANSFER,2022-01-14,68400
Bertrand-Benoît Pereira,Luc Clerc,Bertrand-Benoît Pereira,mtn,RECEIPT,2022-01-14,68400
,,,mtn,CASH_OUT,2022-01-15,268000
,,Luc Clerc,mtn,CASH_IN,2022-01-15,398700
Luc Clerc,Luc Clerc,Luc Guibert du Le Gall,mtn,TRANSFER,2022-01-15,463300
Luc Guibert du Le Gall,Luc Clerc,Luc Guibert du Le Gall,mtn,RECEIPT,2022-01-15,463300
,,Luc Clerc,mtn,CASH_IN,2022-01-16,496900
Luc Clerc,Luc Clerc,Noémi Perrin,mtn,TRANSFER,2022-01-17,292000
Noémi Perrin,Luc Clerc,Noémi Perrin,mtn,RECEIPT,2022-01-17,292000
Luc Clerc,Luc Guibert du Le Gall,Luc Clerc,mtn,RECEIPT,2022-01-17,72400
Luc Guibert du Le Gall,Luc Guibert du Le Gall,Luc Clerc,mtn,TRANSFER,2022-01-17,72400
,,Luc Clerc,mtn,CASH_IN,2022-01-18,24600
Luc Clerc,Christophe Rey,Luc Clerc,mtn,RECEIPT,2022-01-21,498600
Christophe Rey,Christophe Rey,Luc Clerc,mtn,TRANSFER,2022-01-21,498600
,,,mtn,CASH_OUT,2022-01-21,114900
Luc Clerc,Luc Clerc,Gilbert Paul,mtn,TRANSFER,2022-01-22,264900
Gilbert Paul,Luc Clerc,Gilbert Paul,mtn,RECEIPT,2022-01-22,264900
,,,mtn,CASH_OUT,2022-01-23,43400
,,,mtn,CASH_OUT,2022-01-23,65500
Luc Clerc,Luc Clerc,Gilbert Paul,mtn,TRANSFER,2022-01-23,237300
Gilbert Paul,Luc Clerc,Gilbert Paul,mtn,RECEIPT,2022-01-23,237300
,,Luc Clerc,mtn,CASH_IN,2022-01-24,206900
Luc Clerc,Luc Clerc,Margot Hervé,mtn,TRANSFER,2022-01-24,202800
Margot Hervé,Luc Clerc,Margot Hervé,mtn,RECEIPT,2022-01-24,202800
Luc Clerc,Luc Clerc,Patrick Gaillard,mtn,TRANSFER,2022-01-27,182400
Patrick Gaillard,Luc Clerc,Patrick Gaillard,mtn,RECEIPT,2022-01-27,182400
,,Lucy Fontaine,moov,CASH_IN,2022-01-01,282100
,,,moov,CASH_OUT,2022-01-01,185800
,,Lucy Fontaine,moov,CASH_IN,2022-01-02,29700
,,Lucy Fontaine,moov,CASH_IN,2022-01-04,203800
,,,moov,CASH_OUT,2022-01-04,120500
,,,moov,CASH_OUT,2022-01-05,91200
,,Lucy Fontaine,moov,CASH_IN,2022-01-05,423700
,,Lucy Fontaine,moov,CASH_IN,2022-01-05,286400
Lucy Fontaine,Robert Martin,Lucy Fontaine,moov,RECEIPT,2022-01-08,313600
Robert Martin,Robert Martin,Lucy Fontaine,moov,TRANSFER,2022-01-08,313600
Lucy Fontaine,Lucy Fontaine,Jacques Gonzalez-Teixeira,moov,TRANSFER,2022-01-08,399500
Jacques Gonzalez-Teixeira,Lucy Fontaine,Jacques Gonzalez-Teixeira,moov,RECEIPT,2022-01-08,399500
Lucy Fontaine,Pauline Collin-Lesage,Lucy Fontaine,moov,RECEIPT,2022-01-09,394700
Pauline Collin-Lesage,Pauline Collin-Lesage,Lucy Fontaine,moov,TRANSFER,2022-01-09,394700
Lucy Fontaine,Lucy Fontaine,Patrick Gaillard,moov,TRANSFER,2022-01-10,345600
Patrick Gaillard,Lucy Fontaine,Patrick Gaillard,moov,RECEIPT,2022-01-10,345600
,,,moov,CASH_OUT,2022-01-11,45900
,,Lucy Fontaine,moov,CASH_IN,2022-01-11,15200
Lucy Fontaine,Édouard Mahe,Lucy Fontaine,moov,RECEIPT,2022-01-12,62800
Édouard Mahe,Édouard Mahe,Lucy Fontaine,moov,TRANSFER,2022-01-12,62800
Lucy Fontaine,Alexandre du Jacquet,Lucy Fontaine,moov,RECEIPT,2022-01-15,46000
Alexandre du Jacquet,Alexandre du Jacquet,Lucy Fontaine,moov,TRANSFER,2022-01-15,46000
,,,moov,CASH_OUT,2022-01-16,429000
Lucy Fontaine,Michelle Roy,Lucy Fontaine,moov,RECEIPT,2022-01-18,492700
Michelle Roy,Michelle Roy,Lucy Fontaine,moov,TRANSFER,2022-01-18,492700
Lucy Fontaine,Claude Lemaire,Lucy Fontaine,moov,RECEIPT,2022-01-20,411800
Claude Lemaire,Claude Lemaire,Lucy Fontaine,moov,TRANSFER,2022-01-20,411800
Lucy Fontaine,Christine Le Jacquet,Lucy Fontaine,moov,RECEIPT,2022-01-20,298100
Christine Le Jacquet,Christine Le Jacquet,Lucy Fontaine,moov,TRANSFER,2022-01-20,298100
Lucy Fontaine,Théodore de la Seguin,Lucy Fontaine,moov,RECEIPT,2022-01-21,430700
Théodore de la Seguin,Théodore de la Seguin,Lucy Fontaine,moov,TRANSFER,2022-01-21,430700
Lucy Fontaine,Lucy Fontaine,Léon Gallet,moov,TRANSFER,2022-01-22,306300
Léon Gallet,Lucy Fontaine,Léon Gallet,moov,RECEIPT,2022-01-22,306300
Lucy Fontaine,Alexandre du Jacquet,Lucy Fontaine,moov,RECEIPT,2022-01-22,308300
Alexandre du Jacquet,Alexandre du Jacquet,Lucy Fontaine,moov,TRANSFER,2022-01-22,308300
,,,moov,CASH_OUT,2022-01-23,54500
,,,moov,CASH_OUT,2022-01-24,26400
Lucy Fontaine,Lucy Fontaine,Michelle Roy,moov,TRANSFER,2022-01-24,420500
Michelle Roy,Lucy Fontaine,Michelle Roy,moov,RECEIPT,2022-01-24,420500
Lucy Fontaine,Lucy Fontaine,Michel-François Pineau,moov,TRANSFER,2022-01-25,397500
Michel-François Pineau,Lucy Fontaine,Michel-François Pineau,moov,RECEIPT,2022-01-25,397500
,,Lucy Fontaine,moov,CASH_IN,2022-01-27,77100
Luc Bègue-Poulain,Auguste du Jacob,Luc Bègue-Poulain,moov,RECEIPT,2022-01-02,105400
Auguste du Jacob,Auguste du Jacob,Luc Bègue-Poulain,moov,TRANSFER,2022-01-02,105400
,,Luc Bègue-Poulain,moov,CASH_IN,2022-01-02,409500
Luc Bègue-Poulain,Luc Bègue-Poulain,Raymond Barbier,moov,TRANSFER,2022-01-08,340100
Raymond Barbier,Luc Bègue-Poulain,Raymond Barbier,moov,RECEIPT,2022-01-08,340100
Luc Bègue-Poulain,Luc Bègue-Poulain,Rémy du Delaunay,moov,TRANSFER,2022-01-10,320100
Rémy du Delaunay,Luc Bègue-Poulain,Rémy du Delaunay,moov,RECEIPT,2022-01-10,320100
Luc Bègue-Poulain,Robert Martin,Luc Bègue-Poulain,moov,RECEIPT,2022-01-10,89900
Robert Martin,Robert Martin,Luc Bègue-Poulain,moov,TRANSFER,2022-01-10,89900
,,,moov,CASH_OUT,2022-01-11,63900
,,,moov,CASH_OUT,2022-01-12,299600
Luc Bègue-Poulain,Luc Bègue-Poulain,Claude Lemaire,moov,TRANSFER,2022-01-13,392100
Claude Lemaire,Luc Bègue-Poulain,Claude Lemaire,moov,RECEIPT,2022-01-13,392100
,,,moov,CASH_OUT,2022-01-14,286200
Luc Bègue-Poulain,Luc Bègue-Poulain,Yves Mary,moov,TRANSFER,2022-01-14,135100
