Nom,Age,Type_d_infraction,Infraction,Date_d_infraction
Jacqueline Thierry-Lamy,33.0,Contraventions,Atteintes à l'ordre économique,2021-04-15
Jacqueline Thierry-Lamy,33.0,Délits,Fraudes et contrefaçons,2012-12-18
André Pottier,56.0,Délits,Circulation routière,2009-04-07
Benjamin de la Perez,22.0,Contraventions,Atteintes aux moeurs,2019-06-27
Benjamin de la Perez,22.0,Contraventions,Atteintes aux moeurs,2019-03-08
Benjamin de la Perez,22.0,Crimes,Homicides volontaires,2022-09-19
Théodore Raymond,20.0,Délits,Police des étrangers - nomades,2021-06-15
Antoinette Morvan-Guyot,76.0,Contraventions,Autres atteintes aux personnes,2010-09-17
Antoinette Morvan-Guyot,76.0,Crimes,Homicides volontaires,2002-10-24
Antoinette Morvan-Guyot,76.0,Délits,Ordre administratif et judiciaire,1966-06-04
Benjamin Evrard-Marty,67.0,Contraventions,Ordre administratif et judiciaire,2020-05-03
Benjamin Evrard-Marty,67.0,Crimes,Coups et violences volontaires,1974-07-08
Benjamin Evrard-Marty,67.0,Délits,Blessures involontaires,1995-12-11
Benjamin Evrard-Marty,67.0,Crimes,Atteintes a la surete publique,2004-09-27
Benjamin Evrard-Marty,67.0,Crimes,Homicides volontaires,2002-08-12
Benjamin Evrard-Marty,67.0,Contraventions,Atteintes à l'environnement,1996-01-14
Sébastien Poulain,20.0,Crimes,Homicides volontaires,2021-02-08
Guillaume Bonnet du Lemonnier,58.0,Contraventions,Ordre administratif et judiciaire,1992-09-17
Guillaume Bonnet du Lemonnier,58.0,Crimes,"Vols, recels, destructions",2010-09-08
Guillaume Bonnet du Lemonnier,58.0,Délits,Atteintes aux finances publiques,2000-01-28
Julie Laurent,38.0,Crimes,Homicides volontaires,2007-02-15
Julie Laurent,38.0,Contraventions,Circulation routière,2012-07-19
Julie Laurent,38.0,Crimes,Homicides volontaires,2011-11-16
Julie Laurent,38.0,Contraventions,Atteintes à l'ordre économique,2019-05-25
Julie Laurent,38.0,Crimes,Homicides volontaires,2012-08-27
Julie Laurent,38.0,Crimes,"Vols, recels, destructions",2018-02-11
Julie Laurent,38.0,Délits,Homicides involontaires,2020-03-14
Julie Laurent,38.0,Crimes,Atteintes a la surete publique,2018-08-21
Julie Laurent,38.0,Contraventions,Atteintes à la sûreté publique,2019-03-29
Simone du Joubert,25.0,Délits,Infractions sur les stupéfiants,2016-09-11
Simone du Joubert,25.0,Délits,Ordre administratif et judiciaire,2016-08-19
Simone du Joubert,25.0,Délits,Coups et violences volontaires,2017-08-25
Simone du Joubert,25.0,Contraventions,Ordre administratif et judiciaire,2017-07-18
Adrienne Tessier du Olivier,92.0,Crimes,"Vols, recels, destructions",1960-06-21
Julie Guillaume,76.0,Contraventions,Infractions en matière de transport,1980-02-26
Julie Guillaume,76.0,Contraventions,Atteintes aux biens,1986-03-04
Marc de la Dias,73.0,Contraventions,Atteintes à l'environnement,2017-07-21
Sébastien Vallée,63.0,Délits,Fraudes et contrefaçons,1987-11-17
Sébastien Vallée,63.0,Crimes,Coups et violences volontaires,2007-06-22
Sébastien Vallée,63.0,Crimes,Coups et violences volontaires,2012-01-09
François du Godard,53.0,Délits,Autres atteintes à la personne,2016-10-08
François du Godard,53.0,Crimes,Homicides volontaires,2011-10-13
François du Godard,53.0,Contraventions,Atteintes à l'ordre économique,2001-06-06
François du Godard,53.0,Délits,Infractions militaires,2010-10-26
François du Godard,53.0,Délits,Atteintes aux finances publiques,2021-02-19
Laurence Ollivier,36.0,Délits,"Législation sur la concurrence, les prix",2006-03-12
Laurence Ollivier,36.0,Délits,Destructions - dégradations,2020-09-08
Laurence Ollivier,36.0,Contraventions,Travail et sécurité sociale,2020-12-23
Virginie-Joséphine Brun,80.0,Crimes,"Vols, recels, destructions",1989-05-12
Virginie-Joséphine Brun,80.0,Contraventions,Atteintes à la santé,2015-06-21
Virginie-Joséphine Brun,80.0,Crimes,Coups et violences volontaires,1973-09-09
Lucas du Godard,27.0,Délits,Autres infractions à la santé publique,2018-02-15
Lucas du Godard,27.0,Contraventions,Autres atteintes aux personnes,2016-07-21
Lucas du Godard,27.0,Contraventions,Ordre administratif et judiciaire,2022-05-28
Lucas du Godard,27.0,Crimes,Homicides volontaires,2016-02-19
Lucas du Godard,27.0,Crimes,Atteintes a la surete publique,2017-07-27
Isaac du Millet,79.0,Délits,Travail et sécurité sociale,2003-10-07
Isaac du Millet,79.0,Crimes,Atteintes a la surete publique,1964-07-06
Isaac du Millet,79.0,Contraventions,Atteintes à la santé,1998-05-17
Aimé Devaux,61.0,Crimes,Atteintes a la surete publique,2007-08-02
Aimé Devaux,61.0,Délits,Autres atteintes à la personne,2017-08-22
Aimé Devaux,61.0,Crimes,Atteintes a la surete publique,2014-12-03
Aimé Devaux,61.0,Délits,Destructions - dégradations,2011-12-16
Aimé Devaux,61.0,Contraventions,Travail et sécurité sociale,2003-10-03
Aimé Devaux,61.0,Délits,Autres infractions à la santé publique,2009-11-03
Léon Lecoq,47.0,Contraventions,Travail et sécurité sociale,2022-11-17
Léon Lecoq,47.0,Crimes,Atteintes a la surete publique,2019-11-18
Léon Lecoq,47.0,Crimes,Homicides volontaires,2022-07-05
Léon Lecoq,47.0,Crimes,Coups et violences volontaires,2004-01-09
Léon Lecoq,47.0,Délits,Commerce et transport d'armes,2002-11-22
Léon Lecoq,47.0,Crimes,Homicides volontaires,2014-09-18
Léon Lecoq,47.0,Délits,Destructions - dégradations,2002-02-18
Léon Lecoq,47.0,Crimes,Coups et violences volontaires,2014-07-21
Léon Lecoq,47.0,Crimes,Coups et violences volontaires,2019-12-15
Michelle Valette,39.0,Crimes,"Vols, recels, destructions",2022-08-31
Michelle Valette,39.0,Délits,Atteintes à la famille,2013-07-12
Michelle Valette,39.0,Contraventions,Atteintes à la santé,2010-11-06
Michelle Valette,39.0,Crimes,Homicides volontaires,2014-11-20
Michelle Valette,39.0,Crimes,Homicides volontaires,2012-02-04
Michelle Valette,39.0,Délits,Police des étrangers - nomades,2003-07-02
Élodie Maillard,67.0,Délits,Atteintes à la famille,1993-08-17
Élodie Maillard,67.0,Délits,Autres atteintes à la personne,1988-12-13
Jeanne-Claudine Blanchet,86.0,Délits,Destructions - dégradations,1988-10-23
Christophe Benoit,49.0,Délits,Atteintes à l'environnement,2020-12-02
Christophe Benoit,49.0,Contraventions,Atteintes aux biens,2011-07-15
Christophe Benoit,49.0,Crimes,Homicides volontaires,2020-08-13
Christophe Benoit,49.0,Crimes,Coups et violences volontaires,2019-08-26
Christophe Benoit,49.0,Délits,Travail et sécurité sociale,1998-04-17
Christophe Benoit,49.0,Contraventions,Coups et violences volontaires,2017-05-13
Christophe Benoit,49.0,Contraventions,Ordre administratif et judiciaire,2016-07-28
Christophe Benoit,49.0,Délits,Destructions - dégradations,2009-06-18
François Michel-Legros,42.0,Crimes,Atteintes a la surete publique,2006-12-15
François Michel-Legros,42.0,Délits,Législation sur les sociétés,2020-02-12
François Michel-Legros,42.0,Crimes,Coups et violences volontaires,2018-03-09
François Michel-Legros,42.0,Délits,Circulation routière,2005-07-06
François Michel-Legros,42.0,Contraventions,Coups et violences volontaires,2016-08-22
François Michel-Legros,42.0,Crimes,Homicides volontaires,2017-05-03
François Michel-Legros,42.0,Contraventions,Atteintes à la sûreté publique,2003-07-05
Xavier Leblanc-Ferreira,44.0,Contraventions,Atteintes à la santé,2022-10-12
Xavier Leblanc-Ferreira,44.0,Délits,"Législation sur la concurrence, les prix",2021-11-25
Xavier Leblanc-Ferreira,44.0,Délits,Vols - recels,1999-11-19
Xavier Leblanc-Ferreira,44.0,Délits,Homicides involontaires,2003-06-17
Xavier Leblanc-Ferreira,44.0,Crimes,"Vols, recels, destructions",2000-12-11
Xavier Leblanc-Ferreira,44.0,Contraventions,Ordre administratif et judiciaire,2005-04-02
Xavier Leblanc-Ferreira,44.0,Crimes,"Vols, recels, destructions",2005-10-22
Xavier Leblanc-Ferreira,44.0,Crimes,"Vols, recels, destructions",1997-01-20
Étienne Roche,91.0,Crimes,Atteintes a la surete publique,1960-07-10
Étienne Roche,91.0,Délits,Commerce et transport d'armes,1974-01-19
Étienne Roche,91.0,Délits,Homicides involontaires,1983-01-18
Emmanuel Bousquet,86.0,Délits,Atteintes aux moeurs,1988-01-06
Emmanuel Bousquet,86.0,Contraventions,Atteintes aux biens,1997-03-06
David du Blondel,38.0,Délits,Infractions sur les stupéfiants,2016-08-07
David du Blondel,38.0,Contraventions,Atteintes aux biens,2012-07-20
David du Blondel,38.0,Délits,Police des étrangers - nomades,2019-12-04
David du Blondel,38.0,Délits,Chèques,2005-03-19
Guy Lefèvre,43.0,Crimes,Homicides volontaires,2017-12-06
Guy Lefèvre,43.0,Crimes,Coups et violences volontaires,2004-12-08
Guy Lefèvre,43.0,Contraventions,Circulation routière,1999-09-12
Véronique Hoarau,70.0,Délits,Escroqueries - abus de confiance,1999-07-09
Véronique Hoarau,70.0,Contraventions,Coups et violences volontaires,1984-03-20
Véronique Hoarau,70.0,Crimes,Homicides volontaires,2006-12-07
Chantal Gallet-Dumont,43.0,Contraventions,Atteintes aux moeurs,2004-02-20
Chantal Gallet-Dumont,43.0,Contraventions,Coups et violences volontaires,2011-07-02
Chantal Gallet-Dumont,43.0,Contraventions,Coups et violences volontaires,2002-11-11
Constance Laroche,83.0,Contraventions,Atteintes à la santé,1977-07-12
Constance Laroche,83.0,Crimes,Coups et violences volontaires,1971-01-28
Jérôme Diaz,56.0,Délits,Autres atteintes à la personne,1986-05-26
Jérôme Diaz,56.0,Délits,Atteintes aux moeurs,1992-12-13
Alphonse Ollivier,52.0,Délits,Infractions sur les stupéfiants,1990-06-23
Alphonse Ollivier,52.0,Délits,Atteintes à la famille,2018-09-14
Alphonse Ollivier,52.0,Délits,Homicides involontaires,2006-03-18
Alphonse Ollivier,52.0,Crimes,Homicides volontaires,2001-08-23
Alphonse Ollivier,52.0,Contraventions,Atteintes aux biens,2015-10-07
Alphonse Ollivier,52.0,Crimes,Atteintes a la surete publique,2011-08-25
Roger Guillaume,23.0,Contraventions,Atteintes aux moeurs,2019-05-05
Roger Guillaume,23.0,Contraventions,Travail et sécurité sociale,2019-08-30
Roger Guillaume,23.0,Contraventions,Atteintes aux biens,2018-10-25
Nathalie Weber de Prévost,21.0,Crimes,Atteintes a la surete publique,2020-11-01
Nathalie Weber de Prévost,21.0,Délits,Fraudes et contrefaçons,2022-12-08
Gérard Benard-Adam,37.0,Crimes,Homicides volontaires,2009-04-25
Gérard Benard-Adam,37.0,Contraventions,Infractions en matière de transport,2004-02-11
Gérard Benard-Adam,37.0,Contraventions,Circulation routière,2005-01-04
Gérard Benard-Adam,37.0,Délits,Coups et violences volontaires,2021-05-24
Gérard Benard-Adam,37.0,Contraventions,Ordre administratif et judiciaire,2006-02-19
Gérard Benard-Adam,37.0,Contraventions,Infractions en matière de transport,2016-06-17
Gérard Benard-Adam,37.0,Crimes,Coups et violences volontaires,2010-03-05
Gérard Benard-Adam,37.0,Contraventions,Atteintes à l'environnement,2018-07-28
Gérard Benard-Adam,37.0,Contraventions,Circulation routière,2017-03-19
Yves Guillou-Pichon,37.0,Contraventions,Circulation routière,2009-10-18
Isaac Lopez,25.0,Crimes,Coups et violences volontaires,2022-01-19
Isaac Lopez,25.0,Contraventions,Atteintes à la santé,2016-02-10
Isaac Lopez,25.0,Contraventions,Atteintes à l'environnement,2022-04-13
Isaac Lopez,25.0,Contraventions,Atteintes à la sûreté publique,2020-06-15
Isaac Lopez,25.0,Contraventions,Atteintes à la sûreté publique,2017-03-31
Jules Rocher,53.0,Contraventions,Atteintes à la santé,2020-01-10
Jules Rocher,53.0,Crimes,"Vols, recels, destructions",2002-03-11
Jules Rocher,53.0,Délits,Chèques,2005-02-09
Jules Rocher,53.0,Contraventions,Ordre administratif et judiciaire,2014-08-27
Cécile Dupré de la Mary,87.0,Crimes,Coups et violences volontaires,2021-01-18
Cécile Dupré de la Mary,87.0,Contraventions,Atteintes aux moeurs,2018-09-12
Jacqueline Lévêque,55.0,Crimes,Atteintes a la surete publique,2006-09-04
Jacqueline Lévêque,55.0,Crimes,Atteintes a la surete publique,2012-11-24
Jacqueline Lévêque,55.0,Contraventions,Atteintes aux biens,2003-03-17
Jacqueline Lévêque,55.0,Contraventions,Atteintes aux biens,2008-07-29
Jacqueline Lévêque,55.0,Délits,Vols - recels,2011-07-06
Jacqueline Lévêque,55.0,Délits,Transport,2007-05-08
Élisabeth Pineau,66.0,Contraventions,Infractions en matière de transport,1975-03-26
Élisabeth Pineau,66.0,Délits,Police des étrangers - nomades,2004-02-18
Lorraine-Margaux Duval,92.0,Contraventions,Circulation routière,1954-05-26
Lorraine-Margaux Duval,92.0,Crimes,Atteintes a la surete publique,2006-10-08
Cécile Gauthier,73.0,Crimes,Homicides volontaires,2006-07-17
Camille Hoarau,56.0,Délits,Législation sur les sociétés,1994-06-29
Camille Hoarau,56.0,Crimes,Atteintes a la surete publique,2003-10-07
Sébastien-Arthur Masse,82.0,Contraventions,Atteintes aux moeurs,1975-03-18
Sébastien-Arthur Masse,82.0,Délits,Chèques,2013-10-03
Rémy de la Roux,55.0,Crimes,Coups et violences volontaires,1987-11-30
Rémy de la Roux,55.0,Crimes,Homicides volontaires,2000-03-16
Rémy de la Roux,55.0,Délits,Ordre administratif et judiciaire,2014-03-01
Rémy de la Roux,55.0,Crimes,Atteintes a la surete publique,2020-03-18
Nath Bruneau,47.0,Contraventions,Atteintes à l'ordre économique,1998-01-10
Nath Bruneau,47.0,Délits,Circulation routière,2012-08-03
Nath Bruneau,47.0,Délits,Coups et violences volontaires,2017-11-21
Nath Bruneau,47.0,Crimes,Atteintes a la surete publique,1996-03-02
Nath Bruneau,47.0,Contraventions,Atteintes aux moeurs,1996-10-20
Nath Bruneau,47.0,Crimes,Homicides volontaires,2009-09-07
Valentine Perrin du Bertin,56.0,Délits,Autres atteintes à la personne,2008-08-30
Valentine Perrin du Bertin,56.0,Délits,Autres atteintes à la sûreté publique,2003-12-17
Valentine Perrin du Bertin,56.0,Contraventions,Infractions en matière de transport,2011-04-25
Valentine Perrin du Bertin,56.0,Contraventions,Infractions en matière de transport,2019-12-24
Valentine Perrin du Bertin,56.0,Contraventions,Atteintes à la sûreté publique,2002-03-14
Noémi Letellier,38.0,Contraventions,Atteintes à l'environnement,2007-06-12
Noémi Letellier,38.0,Crimes,Homicides volontaires,2015-11-04
Noémi Letellier,38.0,Crimes,"Vols, recels, destructions",2007-09-05
Noémi Letellier,38.0,Contraventions,Circulation routière,2004-01-25
Noémi Letellier,38.0,Crimes,Homicides volontaires,2016-09-09
Noémi Letellier,38.0,Crimes,"Vols, recels, destructions",2015-05-11
Noémi Letellier,38.0,Crimes,Homicides volontaires,2013-09-19
Noémi Letellier,38.0,Contraventions,Travail et sécurité sociale,2017-01-27
Thierry Vallée-Boucher,25.0,Contraventions,Atteintes à l'ordre économique,2016-01-02
Rémy Dufour,90.0,Délits,Escroqueries - abus de confiance,1998-02-13
Rémy Dufour,90.0,Contraventions,Coups et violences volontaires,1985-09-21
Rémy Dufour,90.0,Contraventions,Blessures involontaires,2003-01-05
Bertrand Charles,38.0,Contraventions,Atteintes aux biens,2005-08-11
Bertrand Charles,38.0,Crimes,Atteintes a la surete publique,2019-05-13
Bertrand Charles,38.0,Crimes,"Vols, recels, destructions",2018-03-20
Bertrand Charles,38.0,Délits,Atteintes à l'environnement,2009-05-24
Bertrand Charles,38.0,Crimes,Coups et violences volontaires,2008-03-09
Bertrand Charles,38.0,Crimes,Coups et violences volontaires,2020-04-08
Bertrand Charles,38.0,Délits,Faux en écriture publique ou privée,2020-05-12
Zacharie Menard,42.0,Crimes,"Vols, recels, destructions",2013-06-11
Zacharie Menard,42.0,Crimes,Atteintes a la surete publique,2006-07-25
Zacharie Menard,42.0,Contraventions,Blessures involontaires,2018-02-26
Zacharie Menard,42.0,Crimes,Coups et violences volontaires,2012-05-06
Zacharie Menard,42.0,Délits,Transport,2017-03-23
Zacharie Menard,42.0,Crimes,Coups et violences volontaires,2020-07-24
Zacharie Menard,42.0,Délits,Ordre administratif et judiciaire,2001-09-17
Zacharie Menard,42.0,Crimes,Coups et violences volontaires,2002-12-07
Arnaude Allain,44.0,Contraventions,Coups et violences volontaires,2012-11-29
Arnaude Allain,44.0,Contraventions,Blessures involontaires,2001-05-26
Arnaude Allain,44.0,Délits,Vols - recels,2022-08-16
Arnaude Allain,44.0,Délits,Atteintes à la famille,2002-11-04
Guillaume Gay du Morvan,20.0,Contraventions,Ordre administratif et judiciaire,2022-07-08
Guillaume Gay du Morvan,20.0,Crimes,Homicides volontaires,2022-04-20
Guillaume Gay du Morvan,20.0,Délits,Atteintes aux finances publiques,2022-07-16
Guillaume Gay du Morvan,20.0,Contraventions,Atteintes à la sûreté publique,2022-06-04
Pénélope Brunet,44.0,Délits,Atteintes à l'environnement,2011-03-31
Pénélope Brunet,44.0,Contraventions,Ordre administratif et judiciaire,2020-11-06
Pénélope Brunet,44.0,Contraventions,Blessures involontaires,2012-09-25
Pénélope Brunet,44.0,Contraventions,Blessures involontaires,2011-06-28
Pénélope Brunet,44.0,Délits,Coups et violences volontaires,2008-06-12
Pénélope Brunet,44.0,Crimes,Homicides volontaires,2003-10-21
Virginie Munoz-Le Goff,74.0,Crimes,Atteintes a la surete publique,2007-03-12
Virginie Munoz-Le Goff,74.0,Contraventions,Coups et violences volontaires,2019-02-06
Xavier Schmitt,77.0,Crimes,Atteintes a la surete publique,1976-02-03
Xavier Schmitt,77.0,Crimes,"Vols, recels, destructions",1979-05-29
Xavier Schmitt,77.0,Délits,Blessures involontaires,2009-01-10
Adèle Joseph,58.0,Contraventions,Autres atteintes aux personnes,2009-03-25
Adèle Joseph,58.0,Contraventions,Ordre administratif et judiciaire,1995-07-14
Adèle Joseph,58.0,Délits,Escroqueries - abus de confiance,2020-06-03
Adèle Joseph,58.0,Crimes,Homicides volontaires,2000-12-14
Adèle Joseph,58.0,Crimes,Homicides volontaires,2013-04-07
Jeannine Dumas,83.0,Crimes,Homicides volontaires,1998-05-10
Rémy Roy,84.0,Délits,Autres atteintes à la personne,2021-10-27
Rémy Roy,84.0,Crimes,Atteintes a la surete publique,2009-12-19
Rémy Roy,84.0,Crimes,Homicides volontaires,1958-02-16
Pierre Reynaud,31.0,Crimes,Coups et violences volontaires,2017-08-27
Robert Lamy-Clerc,22.0,Délits,Vols - recels,2021-07-01
Isaac Guillon,20.0,Délits,Commerce et transport d'armes,2022-08-26
Isaac Guillon,20.0,Délits,Fraudes et contrefaçons,2021-09-24
Isaac Guillon,20.0,Contraventions,Circulation routière,2021-02-18
Isaac Guillon,20.0,Crimes,Coups et violences volontaires,2021-12-14
Isaac Guillon,20.0,Délits,Fraudes et contrefaçons,2022-05-27
Bernard Hubert de la Maury,64.0,Contraventions,Blessures involontaires,1990-12-11
Bernard Hubert de la Maury,64.0,Crimes,"Vols, recels, destructions",2007-05-10
Bernard Hubert de la Maury,64.0,Crimes,Coups et violences volontaires,1985-12-03
Marcelle Charrier,44.0,Crimes,"Vols, recels, destructions",2008-03-08
Noémi de la Didier,80.0,Délits,Travail et sécurité sociale,1962-04-06
Roger Guillou-Fournier,60.0,Contraventions,Infractions en matière de transport,2009-10-03
Roger Guillou-Fournier,60.0,Délits,Atteintes aux finances publiques,2012-04-26
Roger Guillou-Fournier,60.0,Crimes,Homicides volontaires,1984-03-06
Roger Guillou-Fournier,60.0,Délits,Coups et violences volontaires,2014-10-21
Roger Guillou-Fournier,60.0,Délits,Infractions sur les stupéfiants,1982-08-05
Eugène Boulay,23.0,Contraventions,Atteintes aux biens,2018-04-26
Eugène Boulay,23.0,Crimes,"Vols, recels, destructions",2020-12-16
Paulette Raymond,72.0,Crimes,Coups et violences volontaires,1995-10-15
Aimé Antoine,44.0,Délits,Homicides involontaires,2020-09-12
Aimé Antoine,44.0,Délits,Infractions militaires,2009-10-04
Aimé Antoine,44.0,Délits,Ordre administratif et judiciaire,2001-02-03
Aimé Antoine,44.0,Délits,Fraudes et contrefaçons,1999-05-10
Aimé Antoine,44.0,Crimes,Atteintes a la surete publique,2008-09-02
Aimé Antoine,44.0,Crimes,Coups et violences volontaires,2014-02-01
Aimé Antoine,44.0,Délits,Vols - recels,2009-07-16
Aimé Antoine,44.0,Contraventions,Atteintes aux biens,2006-10-20
Bernard Tanguy,87.0,Crimes,Atteintes a la surete publique,1980-07-10
Céline Hoarau,87.0,Contraventions,Ordre administratif et judiciaire,1975-10-29
Céline Hoarau,87.0,Contraventions,Circulation routière,2010-07-09
Roger Baron-Roy,80.0,Délits,Atteintes à l'environnement,1974-11-11
Richard Vidal-Gilbert,86.0,Contraventions,Circulation routière,2017-09-17
David Diallo,41.0,Délits,Autres atteintes à la sûreté publique,2000-02-25
David Diallo,41.0,Crimes,Atteintes a la surete publique,2015-07-17
David Diallo,41.0,Crimes,Homicides volontaires,2018-09-27
David Diallo,41.0,Contraventions,Blessures involontaires,2006-05-20
David Diallo,41.0,Délits,Vols - recels,2018-08-17
David Diallo,41.0,Contraventions,Atteintes aux moeurs,2014-10-14
Claudine Dubois,20.0,Crimes,"Vols, recels, destructions",2021-09-18
Claudine Dubois,20.0,Délits,Police des étrangers - nomades,2021-01-21
Claudine Dubois,20.0,Contraventions,Atteintes à l'environnement,2022-02-03
Claudine Dubois,20.0,Délits,Autres infractions à la santé publique,2021-04-29
Charles Rivière de Barbe,79.0,Crimes,Coups et violences volontaires,1968-08-20
Roland Leleu Le Fabre,55.0,Délits,Infractions sur les stupéfiants,1990-06-09
Roland Leleu Le Fabre,55.0,Crimes,Coups et violences volontaires,2020-05-15
Roland Leleu Le Fabre,55.0,Délits,Infractions sur les stupéfiants,2019-08-07
Roland Leleu Le Fabre,55.0,Délits,Législation sur les sociétés,1999-12-18
Roland Leleu Le Fabre,55.0,Contraventions,Atteintes aux moeurs,1992-03-28
Roland Leleu Le Fabre,55.0,Délits,Autres infractions à la santé publique,2021-12-24
Matthieu Vallet,58.0,Contraventions,Atteintes à l'ordre économique,1984-05-07
Matthieu Vallet,58.0,Contraventions,Autres atteintes aux personnes,2022-06-13
Matthieu Vallet,58.0,Crimes,Homicides volontaires,2012-12-25
Matthieu Vallet,58.0,Crimes,Homicides volontaires,1987-05-05
Matthieu Vallet,58.0,Crimes,Atteintes a la surete publique,1997-02-28
Michelle Menard,89.0,Délits,Ordre administratif et judiciaire,1977-09-28
Gabriel Pottier,77.0,Délits,Faux en écriture publique ou privée,2004-07-01
Adélaïde-Sophie Leclercq,86.0,Crimes,"Vols, recels, destructions",2021-12-19
Adélaïde-Sophie Leclercq,86.0,Délits,Ordre administratif et judiciaire,1968-02-15
Margot Renaud,65.0,Délits,Vols - recels,1993-04-12
Margot Renaud,65.0,Délits,Travail et sécurité sociale,2012-04-13
Margot Renaud,65.0,Contraventions,Coups et violences volontaires,2011-07-30
Margot Renaud,65.0,Délits,Blessures involontaires,2018-10-14
Frédérique Maury,41.0,Délits,Atteintes à la famille,2004-04-26
Frédérique Maury,41.0,Délits,Fraudes et contrefaçons,2007-02-20
Frédérique Maury,41.0,Contraventions,Atteintes aux moeurs,2008-02-10
Frédérique Maury,41.0,Crimes,Homicides volontaires,2008-02-10
Frédérique Maury,41.0,Crimes,Coups et violences volontaires,2008-03-13
Frédérique Maury,41.0,Crimes,"Vols, recels, destructions",2007-10-21
Frédérique Maury,41.0,Délits,Destructions - dégradations,2004-01-19
Frédérique Maury,41.0,Délits,Vols - recels,2018-08-11
Roland Sauvage,69.0,Crimes,Homicides volontaires,2003-05-14
Roland Sauvage,69.0,Crimes,Coups et violences volontaires,1986-02-17
Roland Sauvage,69.0,Délits,Police des étrangers - nomades,2020-06-18
Édouard Costa,62.0,Crimes,"Vols, recels, destructions",1990-09-05
Édouard Costa,62.0,Crimes,Homicides volontaires,2007-08-12
Édouard Costa,62.0,Contraventions,Circulation routière,2003-02-21
Édouard Costa,62.0,Délits,Autres atteintes à la sûreté publique,1995-11-17
Édouard Costa,62.0,Délits,Autres atteintes à la sûreté publique,1986-12-05
Édouard Costa,62.0,Crimes,Atteintes a la surete publique,2007-02-10
Édouard Costa,62.0,Crimes,Coups et violences volontaires,2014-03-17
Édouard Costa,62.0,Délits,Ordre administratif et judiciaire,2003-10-31
Océane Reynaud,81.0,Crimes,Coups et violences volontaires,2011-02-10
Bernadette Fabre,57.0,Crimes,Atteintes a la surete publique,2020-12-10
Bernadette Fabre,57.0,Crimes,Coups et violences volontaires,2022-08-25
Bernadette Fabre,57.0,Crimes,Homicides volontaires,1991-09-04
Bernadette Fabre,57.0,Contraventions,Atteintes à l'ordre économique,2009-05-24
Bernadette Fabre,57.0,Délits,Atteintes à la famille,1996-10-01
Bernadette Fabre,57.0,Délits,Circulation routière,2006-04-08
Bernadette Fabre,57.0,Délits,Atteintes aux moeurs,2021-11-20
Marguerite de Dumont,64.0,Contraventions,Atteintes aux moeurs,2003-04-03
Marguerite de Dumont,64.0,Contraventions,Infractions en matière de transport,2021-10-24
Marguerite de Dumont,64.0,Contraventions,Ordre administratif et judiciaire,2020-02-13
Emmanuel Lecomte,67.0,Délits,Autres atteintes à la personne,1977-01-09
Emmanuel Lecomte,67.0,Crimes,Homicides volontaires,2006-12-09
Emmanuel Lecomte,67.0,Délits,Atteintes aux finances publiques,1982-10-19
Emmanuel Lecomte,67.0,Crimes,Coups et violences volontaires,1992-12-05
Emmanuel Lecomte,67.0,Crimes,Coups et violences volontaires,2018-12-25
Emmanuel Lecomte,67.0,Crimes,"Vols, recels, destructions",1984-07-07
Alfred Lambert,56.0,Délits,Atteintes à la famille,1997-01-18
Alfred Lambert,56.0,Crimes,Atteintes a la surete publique,1988-08-31
Alfred Lambert,56.0,Contraventions,Travail et sécurité sociale,2020-09-25
Thibaut du Jacob,91.0,Contraventions,Atteintes à la santé,2000-05-16
Thibaut du Jacob,91.0,Crimes,"Vols, recels, destructions",1983-06-20
Adrienne Thomas-Becker,23.0,Crimes,Coups et violences volontaires,2018-09-26
Patricia Garnier-Dubois,92.0,Contraventions,Infractions en matière de transport,1954-07-07
Patricia Garnier-Dubois,92.0,Délits,Infractions militaires,1998-01-15
Patricia Garnier-Dubois,92.0,Crimes,Coups et violences volontaires,1984-04-24
Xavier Nicolas-David,75.0,Délits,Faux en écriture publique ou privée,1978-07-03
Sébastien de la Brunet,65.0,Délits,Destructions - dégradations,1997-07-01
Sébastien de la Brunet,65.0,Crimes,"Vols, recels, destructions",2015-02-10
Sébastien de la Brunet,65.0,Contraventions,Ordre administratif et judiciaire,2018-07-02
Sébastien de la Brunet,65.0,Délits,"Législation sur la concurrence, les prix",2022-02-09
Sébastien de la Brunet,65.0,Crimes,Atteintes a la surete publique,2004-02-07
Sébastien de la Brunet,65.0,Délits,Coups et violences volontaires,1980-01-01
Sébastien de la Brunet,65.0,Contraventions,Travail et sécurité sociale,2017-03-01
Madeleine Legrand,33.0,Contraventions,Atteintes à la santé,2021-08-01
Madeleine Legrand,33.0,Crimes,Atteintes a la surete publique,2018-08-05
Camille Ferrand,22.0,Délits,Transport,2021-03-29
Camille Ferrand,22.0,Crimes,Coups et violences volontaires,2019-10-12
Camille Ferrand,22.0,Délits,Atteintes à la famille,2021-07-06
Diane Royer de la Boulay,27.0,Crimes,Coups et violences volontaires,2016-10-09
Diane Royer de la Boulay,27.0,Délits,Atteintes à l'environnement,2018-08-17
Diane Royer de la Boulay,27.0,Crimes,Atteintes a la surete publique,2015-04-10
Diane Royer de la Boulay,27.0,Délits,Atteintes aux moeurs,2021-06-13
Diane Royer de la Boulay,27.0,Contraventions,Atteintes à l'environnement,2015-03-21
Diane Royer de la Boulay,27.0,Crimes,Homicides volontaires,2019-03-07
