Dates,Noms,Déplacements,Documents,Numéro_du_document,Frontières,Destinations
2012-03-04,Astrid de la Bertin,Entrée,Passeport,19992852,Niger,Bénin
2012-03-05,Emmanuel Marchand,Entrée,Passeport,65272024,Nigéria,Bénin
2012-03-05,Nicole du Gosselin,Sortie,Carte nationale dIdentité,11420823,Aéroport de Cotonou,Féroé (Îles)
2012-03-05,Constance Blanchet-Goncalves,Sortie,Carte nationale dIdentité,23776825,Aéroport de Cotonou,Croatie
2012-03-05,Gabrielle Mendès,Sortie,Passeport,98233383,Togo,Togo
2012-03-05,Suzanne-Luce Briand,Sortie,Passeport,28114039,Aéroport de Cotonou,Sénégal
2012-03-05,Grégoire Maillet,Entrée,Carte nationale dIdentité,85010685,Burikina-Faso,Bénin
2012-03-06,Agathe-Nicole Texier,Sortie,Passeport,97773695,Burikina-Faso,Burikina-Faso
2012-03-06,Margot Hoarau,Entrée,Carte nationale dIdentité,76724710,Niger,Bénin
2012-03-06,Manon Bouchet,Entrée,Carte nationale dIdentité,11226552,Togo,Bénin
2012-03-06,Gabriel Ramos,Sortie,Passeport,98140213,Aéroport de Cotonou,Côte d'Ivoire
2012-03-07,Élisabeth Delorme-Baron,Entrée,Passeport,1116661,Burikina-Faso,Bénin
2012-03-07,Diane Perrin,Entrée,Passeport,35097059,Niger,Bénin
2012-03-07,Gabriel Thibault-Dupuy,Entrée,Passeport,6484963,Burikina-Faso,Bénin
2012-03-07,Alix Turpin,Entrée,Carte nationale dIdentité,57742890,Niger,Bénin
2012-03-07,Lucie-Valérie Baron,Entrée,Passeport,38895558,Togo,Bénin
2012-03-07,Éric Le Morel,Entrée,Carte nationale dIdentité,78662646,Aéroport de Cotonou,Bénin
2012-03-07,Olivier de la Moreau,Sortie,Carte nationale dIdentité,33791133,Burikina-Faso,Burikina-Faso
2012-03-07,Hugues Petit,Sortie,Passeport,43240464,Niger,Niger
2012-03-07,Roger du Clément,Entrée,Carte nationale dIdentité,54557900,Burikina-Faso,Bénin
2012-03-07,Éric Boulay-Michel,Sortie,Carte nationale dIdentité,56983425,Niger,Niger
2012-03-08,Claire Millet-Chevalier,Entrée,Passeport,76320137,Burikina-Faso,Bénin
2012-03-08,Sophie Adam,Sortie,Carte nationale dIdentité,54586070,Aéroport de Cotonou,Mayotte
2012-03-08,Émilie Paul,Entrée,Passeport,27718936,Togo,Bénin
2012-03-08,Stéphanie Le Gall,Sortie,Passeport,72867715,Nigéria,Nigéria
2012-03-08,Xavier-Jérôme Gay,Entrée,Passeport,10030307,Nigéria,Bénin
2012-03-08,Laurent de la Letellier,Sortie,Passeport,39267384,Togo,Togo
2012-03-08,Bernard Le Gall,Sortie,Carte nationale dIdentité,89734896,Togo,Togo
2012-03-09,Daniel-Augustin Bernard,Entrée,Passeport,37240323,Niger,Bénin
2012-03-09,Georges Guillou-Blondel,Sortie,Carte nationale dIdentité,11848145,Burikina-Faso,Burikina-Faso
2012-03-09,Noël Fleury,Entrée,Passeport,93654184,Niger,Bénin
2012-03-09,Michel Guillot,Sortie,Carte nationale dIdentité,74224503,Aéroport de Cotonou,Canada
2012-03-09,Adèle Lambert,Entrée,Passeport,16729443,Niger,Bénin
2012-03-10,Hortense Dijoux,Entrée,Passeport,43480653,Burikina-Faso,Bénin
2012-03-10,Bernadette De Sousa,Entrée,Passeport,39930432,Aéroport de Cotonou,Bénin
2012-03-10,Georges Guillou-Blondel,Entrée,Passeport,98306589,Aéroport de Cotonou,Bénin
2012-03-10,Constance Delaunay,Entrée,Passeport,92344653,Niger,Bénin
2012-03-10,Martine Poirier,Entrée,Carte nationale dIdentité,87659600,Burikina-Faso,Bénin
2012-03-10,Thibaut Peltier Le Guilbert,Sortie,Carte nationale dIdentité,75367576,Togo,Togo
2012-03-10,Laurent de la Letellier,Entrée,Carte nationale dIdentité,12363834,Togo,Bénin
2012-03-10,Richard-Joseph Marchal,Entrée,Carte nationale dIdentité,76161259,Aéroport de Cotonou,Bénin
2012-03-11,Zacharie Poirier,Sortie,Passeport,63353081,Nigéria,Nigéria
2012-03-11,Patricia du Tanguy,Sortie,Carte nationale dIdentité,16829659,Nigéria,Nigéria
2012-03-11,Jeanne Lecomte,Sortie,Carte nationale dIdentité,58868621,Aéroport de Cotonou,Montserrat
2012-03-11,Charlotte du Lopes,Sortie,Passeport,47591350,Togo,Togo
2012-03-12,Jean Bodin,Sortie,Passeport,27027848,Burikina-Faso,Burikina-Faso
2012-03-12,Olivie-Anaïs Fouquet,Entrée,Passeport,30439145,Niger,Bénin
2012-03-12,Corinne Mallet,Entrée,Passeport,17571037,Nigéria,Bénin
2012-03-12,Honoré Gaillard,Sortie,Passeport,14210243,Togo,Togo
2012-03-12,Michèle Blanchet,Sortie,Carte nationale dIdentité,22089502,Burikina-Faso,Burikina-Faso
2012-03-12,Maryse Faure,Entrée,Carte nationale dIdentité,33812094,Niger,Bénin
2012-03-12,Manon Bouchet,Entrée,Passeport,33383058,Togo,Bénin
2012-03-12,Thibaut Peltier Le Guilbert,Sortie,Passeport,59807690,Aéroport de Cotonou,Afrique du sud
2012-03-13,Roger du Clément,Entrée,Passeport,94258029,Togo,Bénin
2012-03-13,Georges Guillou-Blondel,Sortie,Carte nationale dIdentité,11848145,Burikina-Faso,Burikina-Faso
2012-03-13,Élise Hoareau-Simon,Sortie,Passeport,71640811,Nigéria,Nigéria
2012-03-13,Jérôme Marques-Lemaire,Entrée,Carte nationale dIdentité,98865837,Niger,Bénin
2012-03-13,Margaret Caron,Entrée,Passeport,41100980,Burikina-Faso,Bénin
2012-03-13,Guillaume Le Chauvin,Sortie,Carte nationale dIdentité,49324784,Nigéria,Nigéria
2012-03-13,Hortense Dijoux,Sortie,Carte nationale dIdentité,78556807,Niger,Niger
2012-03-13,David Vincent,Sortie,Carte nationale dIdentité,4971186,Aéroport de Cotonou,Tunisie
2012-03-14,Gilbert Marie-Laine,Entrée,Passeport,1605475,Nigéria,Bénin
2012-03-14,Joséphine Girard,Entrée,Carte nationale dIdentité,46608541,Aéroport de Cotonou,Bénin
2012-03-14,Arthur Paul,Sortie,Passeport,27770418,Niger,Niger
2012-03-14,Vincent Lebrun,Sortie,Passeport,18150117,Niger,Niger
2012-03-14,Adèle Gautier,Sortie,Carte nationale dIdentité,87611171,Nigéria,Nigéria
2012-03-14,Vincent Lebrun,Entrée,Carte nationale dIdentité,28609215,Nigéria,Bénin
2012-03-14,Arnaude Martin,Sortie,Passeport,49718999,Burikina-Faso,Burikina-Faso
2012-03-15,Adèle Lambert,Sortie,Passeport,16729443,Nigéria,Nigéria
2012-03-15,Richard-Joseph Marchal,Sortie,Passeport,10751482,Aéroport de Cotonou,Bulgarie
2012-03-15,Margaret-Brigitte Gosselin,Entrée,Passeport,77805595,Togo,Bénin
2012-03-15,Charlotte du Lopes,Entrée,Passeport,47591350,Aéroport de Cotonou,Bénin
2012-03-15,Manon Martins du Monnier,Sortie,Carte nationale dIdentité,72887764,Niger,Niger
2012-03-15,Dorothée Leclercq-Besson,Sortie,Passeport,23348331,Togo,Togo
2012-03-15,Gabrielle Mendès,Entrée,Passeport,98233383,Niger,Bénin
2012-03-15,Margot de Dias,Sortie,Carte nationale dIdentité,49562159,Nigéria,Nigéria
2012-03-16,Sabine Coulon,Sortie,Passeport,7227603,Togo,Togo
2012-03-16,Andrée Munoz,Entrée,Carte nationale dIdentité,60396819,Aéroport de Cotonou,Bénin
2012-03-16,Jérôme Marques-Lemaire,Entrée,Carte nationale dIdentité,98865837,Aéroport de Cotonou,Bénin
2012-03-16,Olivie-Anaïs Fouquet,Entrée,Passeport,30439145,Togo,Bénin
2012-03-16,Pauline Lebon Le Leconte,Sortie,Carte nationale dIdentité,19247033,Aéroport de Cotonou,Svalbard et Jan Mayen (Îles)
2012-03-17,Corinne Mallet,Entrée,Carte nationale dIdentité,86528448,Aéroport de Cotonou,Bénin
2012-03-17,Guillaume Le Chauvin,Sortie,Carte nationale dIdentité,49324784,Burikina-Faso,Burikina-Faso
2012-03-17,Jeanne Lecomte,Sortie,Carte nationale dIdentité,58868621,Nigéria,Nigéria
2012-03-17,Lucas Baron,Sortie,Carte nationale dIdentité,97275684,Nigéria,Nigéria
2012-03-17,Michel Ruiz-Delattre,Sortie,Carte nationale dIdentité,37327176,Aéroport de Cotonou,Porto Rico
2012-03-18,Amélie Alves-Maillet,Entrée,Passeport,81063262,Aéroport de Cotonou,Bénin
2012-03-18,Paulette du Vasseur,Sortie,Carte nationale dIdentité,42195920,Togo,Togo
2012-03-18,Élise Hoareau-Simon,Sortie,Passeport,71640811,Aéroport de Cotonou,Laos
2012-03-18,Hortense Dijoux,Entrée,Passeport,43480653,Burikina-Faso,Bénin
2012-03-18,Chantal Fischer,Entrée,Carte nationale dIdentité,62690719,Togo,Bénin
2012-03-18,Claire Giraud,Entrée,Carte nationale dIdentité,57399674,Nigéria,Bénin
2012-03-19,Gabriel Ramos,Entrée,Passeport,98140213,Togo,Bénin
2012-03-19,Jules Guillot,Sortie,Passeport,45404822,Togo,Togo
2012-03-20,Louis Coulon,Sortie,Passeport,54824273,Burikina-Faso,Burikina-Faso
2012-03-20,Yves Briand du Albert,Entrée,Passeport,17958495,Niger,Bénin
2012-03-20,Stéphanie Le Gall,Sortie,Passeport,72867715,Nigéria,Nigéria
2012-03-20,Suzanne-Luce Briand,Sortie,Passeport,28114039,Aéroport de Cotonou,Kirghizistan
2012-03-20,Richard-Joseph Marchal,Entrée,Passeport,10751482,Aéroport de Cotonou,Bénin
2012-03-20,Hélène Fischer du Marin,Sortie,Carte nationale dIdentité,60482477,Nigéria,Nigéria
2012-03-21,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Nigéria,Nigéria
2012-03-21,Louis Bouchet,Sortie,Passeport,82764023,Togo,Togo
2012-03-21,Victor de la Jacob,Entrée,Carte nationale dIdentité,81357376,Togo,Bénin
2012-03-22,Jacques Adam-Clerc,Entrée,Carte nationale dIdentité,50401195,Burikina-Faso,Bénin
2012-03-22,Bernard Le Gall,Entrée,Passeport,34750700,Burikina-Faso,Bénin
2012-03-22,André Maurice,Sortie,Passeport,59024029,Nigéria,Nigéria
2012-03-22,Margaret-Brigitte Gosselin,Entrée,Carte nationale dIdentité,72866161,Nigéria,Bénin
2012-03-22,Patrick Gaillard,Entrée,Carte nationale dIdentité,9015862,Togo,Bénin
2012-03-22,Olivier Le Sanchez,Sortie,Passeport,77577082,Togo,Togo
2012-03-23,Amélie Le Bailly,Sortie,Carte nationale dIdentité,74663172,Togo,Togo
2012-03-23,Grégoire Guichard,Sortie,Carte nationale dIdentité,86650576,Niger,Niger
2012-03-23,Margaux Allain,Sortie,Carte nationale dIdentité,38750308,Niger,Niger
2012-03-23,Océane Mercier,Sortie,Carte nationale dIdentité,88670425,Nigéria,Nigéria
2012-03-23,Amélie Dos Santos,Entrée,Carte nationale dIdentité,66733660,Togo,Bénin
2012-03-23,Agnès Bouvier-Royer,Sortie,Passeport,83166742,Niger,Niger
2012-03-24,Pénélope Olivier,Entrée,Carte nationale dIdentité,10367105,Aéroport de Cotonou,Bénin
2012-03-24,Margaux Allain,Sortie,Carte nationale dIdentité,38750308,Nigéria,Nigéria
2012-03-24,Daniel-Augustin Bernard,Entrée,Carte nationale dIdentité,69844718,Burikina-Faso,Bénin
2012-03-25,Gabrielle Mendès,Sortie,Carte nationale dIdentité,22339890,Niger,Niger
2012-03-25,Amélie Dos Santos,Sortie,Passeport,26828750,Togo,Togo
2012-03-25,Margot de Dias,Entrée,Passeport,6133184,Nigéria,Bénin
2012-03-25,Antoine Joly,Entrée,Passeport,96533390,Aéroport de Cotonou,Bénin
2012-03-26,Éric Boulay-Michel,Sortie,Carte nationale dIdentité,56983425,Aéroport de Cotonou,Malte
2012-03-26,Hélène Fischer du Marin,Sortie,Passeport,72748712,Nigéria,Nigéria
2012-03-26,Jérôme Bailly du Dupont,Entrée,Passeport,69359363,Niger,Bénin
2012-03-27,Suzanne-Luce Briand,Entrée,Carte nationale dIdentité,16750429,Aéroport de Cotonou,Bénin
2012-03-27,Stéphanie-Pénélope Gomes,Sortie,Passeport,41858709,Niger,Niger
2012-03-28,Laetitia Le Delmas,Sortie,Carte nationale dIdentité,99852833,Aéroport de Cotonou,Égypte
2012-03-28,Gilles Charpentier-Hamon,Entrée,Carte nationale dIdentité,16849603,Aéroport de Cotonou,Bénin
2012-03-28,Julien Chauveau,Entrée,Carte nationale dIdentité,4499730,Burikina-Faso,Bénin
2012-03-28,Adèle Lambert,Entrée,Passeport,16729443,Niger,Bénin
2012-03-29,Sylvie Bertin,Sortie,Passeport,77316294,Aéroport de Cotonou,Mauritanie
2012-03-29,Maryse Faure,Sortie,Carte nationale dIdentité,33812094,Niger,Niger
2012-03-29,Noël Fleury,Sortie,Carte nationale dIdentité,37519006,Nigéria,Nigéria
2012-03-29,Éric Boulay-Michel,Entrée,Passeport,68774555,Niger,Bénin
2012-03-30,Olivier Le Sanchez,Entrée,Passeport,77577082,Aéroport de Cotonou,Bénin
2012-03-30,Roland Menard,Entrée,Passeport,26403359,Nigéria,Bénin
2012-03-30,Adèle Lambert,Entrée,Carte nationale dIdentité,12385957,Aéroport de Cotonou,Bénin
2012-03-30,Martine Poirier,Entrée,Passeport,79333745,Aéroport de Cotonou,Bénin
2012-03-30,Geneviève Morvan,Sortie,Carte nationale dIdentité,90612609,Niger,Niger
2012-03-30,Michèle Blanchet,Entrée,Passeport,16858845,Aéroport de Cotonou,Bénin
2012-03-31,Xavier-Jérôme Gay,Sortie,Passeport,10030307,Burikina-Faso,Burikina-Faso
2012-03-31,Astrid de la Bertin,Entrée,Passeport,19992852,Burikina-Faso,Bénin
2012-03-31,Océane Mercier,Entrée,Carte nationale dIdentité,88670425,Niger,Bénin
2012-03-31,Timothée Rodriguez-Grondin,Sortie,Carte nationale dIdentité,51691537,Niger,Niger
2012-03-31,Christophe Le Legros,Sortie,Passeport,28744194,Burikina-Faso,Burikina-Faso
2012-04-01,Andrée Guillaume,Sortie,Passeport,88971789,Nigéria,Nigéria
2012-04-01,Franck Laurent,Entrée,Passeport,72968026,Aéroport de Cotonou,Bénin
2012-04-01,Suzanne Girard,Sortie,Passeport,54944727,Niger,Niger
2012-04-01,Thibaut Peltier Le Guilbert,Entrée,Carte nationale dIdentité,75367576,Nigéria,Bénin
2012-04-01,Pénélope Olivier,Entrée,Passeport,63133313,Niger,Bénin
2012-04-01,Antoine Joly,Sortie,Passeport,96533390,Nigéria,Nigéria
2012-04-02,Diane Perrin,Entrée,Passeport,35097059,Burikina-Faso,Bénin
2012-04-03,Joséphine Girard,Sortie,Carte nationale dIdentité,46608541,Niger,Niger
2012-04-03,Sébastien Mercier,Entrée,Passeport,98807389,Niger,Bénin
2012-04-03,Mathilde Da Costa,Sortie,Passeport,43234013,Burikina-Faso,Burikina-Faso
2012-04-03,Cécile Dufour,Entrée,Passeport,94364673,Niger,Bénin
2012-04-04,Arnaude Martin,Entrée,Passeport,49718999,Nigéria,Bénin
2012-04-04,Guy de la Guillet,Entrée,Passeport,22977745,Burikina-Faso,Bénin
2012-04-04,Thierry Mercier,Entrée,Carte nationale dIdentité,71066272,Aéroport de Cotonou,Bénin
2012-04-04,Léon Mary,Sortie,Passeport,33625697,Burikina-Faso,Burikina-Faso
2012-04-04,Théophile Texier,Entrée,Carte nationale dIdentité,22223349,Togo,Bénin
2012-04-04,Amélie Le Bailly,Sortie,Carte nationale dIdentité,74663172,Aéroport de Cotonou,Émirats arabes unis
2012-04-04,Paul Bonneau,Sortie,Carte nationale dIdentité,93908991,Niger,Niger
2012-04-04,Franck Laurent,Entrée,Passeport,72968026,Togo,Bénin
2012-04-05,Denise Peltier,Sortie,Carte nationale dIdentité,20318871,Nigéria,Nigéria
2012-04-05,Éric Le Morel,Sortie,Passeport,83867387,Togo,Togo
2012-04-05,Yves Briand du Albert,Entrée,Carte nationale dIdentité,75525610,Aéroport de Cotonou,Bénin
2012-04-06,Adrien Dumont de la Rolland,Sortie,Passeport,98301179,Aéroport de Cotonou,Pakistan
2012-04-06,Andrée Munoz,Sortie,Passeport,23577571,Togo,Togo
2012-04-06,Olivie-Anaïs Fouquet,Sortie,Carte nationale dIdentité,94777079,Togo,Togo
2012-04-06,Diane Perrin,Sortie,Passeport,35097059,Aéroport de Cotonou,Albanie
2012-04-07,Xavier-Jérôme Gay,Entrée,Carte nationale dIdentité,28980986,Aéroport de Cotonou,Bénin
2012-04-07,Paul Bonneau,Sortie,Passeport,70441327,Aéroport de Cotonou,Sahara Occidental
2012-04-07,Nicole Breton,Entrée,Carte nationale dIdentité,4073648,Togo,Bénin
2012-04-07,Adèle Gautier,Sortie,Passeport,99663541,Aéroport de Cotonou,Nepal
2012-04-07,Cécile Fontaine,Sortie,Passeport,146221,Togo,Togo
2012-04-07,Suzanne-Luce Briand,Entrée,Carte nationale dIdentité,16750429,Burikina-Faso,Bénin
2012-04-07,Gabriel Thibault-Dupuy,Entrée,Passeport,6484963,Nigéria,Bénin
2012-04-07,Margaux Allain,Sortie,Passeport,62705404,Togo,Togo
2012-04-08,Arnaude du Gomes,Entrée,Passeport,12915761,Burikina-Faso,Bénin
2012-04-08,Anastasie Guillet-Rodrigues,Sortie,Passeport,71451395,Burikina-Faso,Burikina-Faso
2012-04-08,Thibaut Peltier Le Guilbert,Entrée,Passeport,59807690,Togo,Bénin
2012-04-08,Constance Blanchet-Goncalves,Entrée,Passeport,64270786,Niger,Bénin
2012-04-08,Monique Guibert,Entrée,Passeport,9842353,Burikina-Faso,Bénin
2012-04-09,Jérôme Marques-Lemaire,Entrée,Carte nationale dIdentité,98865837,Niger,Bénin
2012-04-09,Jean Bodin,Sortie,Passeport,27027848,Nigéria,Nigéria
2012-04-09,Antoinette Navarro,Entrée,Passeport,4648339,Togo,Bénin
2012-04-10,Astrid de la Bertin,Sortie,Carte nationale dIdentité,54499559,Togo,Togo
2012-04-10,Éric Boulay-Michel,Entrée,Carte nationale dIdentité,56983425,Nigéria,Bénin
2012-04-10,Sophie Adam,Entrée,Carte nationale dIdentité,54586070,Aéroport de Cotonou,Bénin
2012-04-10,Franck Laurent,Sortie,Carte nationale dIdentité,30751550,Aéroport de Cotonou,Philippines
2012-04-11,Antoine Joly,Sortie,Carte nationale dIdentité,20149598,Burikina-Faso,Burikina-Faso
2012-04-12,Diane Perrin,Entrée,Passeport,35097059,Niger,Bénin
2012-04-12,Anne Ferreira,Entrée,Passeport,87231314,Nigéria,Bénin
2012-04-12,Patrick Gaillard,Entrée,Carte nationale dIdentité,9015862,Aéroport de Cotonou,Bénin
2012-04-12,André Maurice,Sortie,Passeport,59024029,Burikina-Faso,Burikina-Faso
2012-04-12,André Maurice,Entrée,Passeport,59024029,Niger,Bénin
2012-04-13,Arthur Paul,Entrée,Carte nationale dIdentité,45240158,Togo,Bénin
2012-04-13,Astrid de la Bertin,Sortie,Passeport,19992852,Togo,Togo
2012-04-14,Mathilde Da Costa,Entrée,Carte nationale dIdentité,29936401,Burikina-Faso,Bénin
2012-04-14,Franck Laurent,Entrée,Passeport,72968026,Togo,Bénin
2012-04-14,Andrée Guillaume,Entrée,Passeport,88971789,Burikina-Faso,Bénin
2012-04-14,Amélie-Aimée Michel,Sortie,Passeport,40305952,Aéroport de Cotonou,Mayotte
2012-04-14,Audrey Lemaire-Hamon,Sortie,Carte nationale dIdentité,67535838,Burikina-Faso,Burikina-Faso
2012-04-14,Agnès Bouvier-Royer,Sortie,Carte nationale dIdentité,25348837,Burikina-Faso,Burikina-Faso
2012-04-14,Olivier Le Sanchez,Sortie,Passeport,77577082,Nigéria,Nigéria
2012-04-14,Grégoire Maillet,Sortie,Carte nationale dIdentité,85010685,Aéroport de Cotonou,Japon
2012-04-14,Vincent du Chartier,Entrée,Carte nationale dIdentité,2899640,Aéroport de Cotonou,Bénin
2012-04-15,Agathe-Nicole Texier,Entrée,Carte nationale dIdentité,41481706,Togo,Bénin
2012-04-15,Hortense Huet de la Renaud,Sortie,Carte nationale dIdentité,48724020,Togo,Togo
2012-04-15,Théophile Texier,Entrée,Carte nationale dIdentité,22223349,Nigéria,Bénin
2012-04-15,Marc Georges,Sortie,Passeport,13477321,Nigéria,Nigéria
2012-04-15,Monique Guibert,Sortie,Passeport,9842353,Burikina-Faso,Burikina-Faso
2012-04-16,Geneviève Morvan,Entrée,Passeport,72803998,Burikina-Faso,Bénin
2012-04-17,Pénélope Olivier,Entrée,Carte nationale dIdentité,10367105,Burikina-Faso,Bénin
2012-04-18,Gilbert Marie-Laine,Entrée,Carte nationale dIdentité,51325860,Nigéria,Bénin
2012-04-18,Hortense Dijoux,Entrée,Passeport,43480653,Togo,Bénin
2012-04-18,Astrid de la Bertin,Entrée,Carte nationale dIdentité,54499559,Niger,Bénin
2012-04-18,Bernard Le Gall,Sortie,Passeport,34750700,Burikina-Faso,Burikina-Faso
2012-04-18,Louis Coulon,Sortie,Passeport,54824273,Burikina-Faso,Burikina-Faso
2012-04-19,Margaret-Brigitte Gosselin,Sortie,Carte nationale dIdentité,72866161,Togo,Togo
2012-04-19,Corinne Mallet,Entrée,Passeport,17571037,Nigéria,Bénin
2012-04-20,Sébastien Mercier,Sortie,Carte nationale dIdentité,16952354,Aéroport de Cotonou,Sainte Hélène
2012-04-20,Alexandria Fernandez-Lopes,Sortie,Carte nationale dIdentité,42401661,Nigéria,Nigéria
2012-04-20,Paulette du Vasseur,Entrée,Passeport,74125910,Aéroport de Cotonou,Bénin
2012-04-20,Brigitte Coste,Sortie,Passeport,12416039,Burikina-Faso,Burikina-Faso
2012-04-20,Patrick Gaillard,Entrée,Carte nationale dIdentité,9015862,Togo,Bénin
2012-04-20,Agathe-Nicole Texier,Sortie,Carte nationale dIdentité,41481706,Togo,Togo
2012-04-20,Daniel-Augustin Bernard,Sortie,Carte nationale dIdentité,69844718,Niger,Niger
2012-04-21,Roger du Clément,Entrée,Passeport,94258029,Nigéria,Bénin
2012-04-21,Olivie-Anaïs Fouquet,Entrée,Carte nationale dIdentité,94777079,Nigéria,Bénin
2012-04-21,Gabriel Dupuis,Sortie,Carte nationale dIdentité,56974113,Burikina-Faso,Burikina-Faso
2012-04-21,Alfred Ledoux,Entrée,Carte nationale dIdentité,84628361,Aéroport de Cotonou,Bénin
2012-04-22,Louis Coulon,Entrée,Passeport,54824273,Nigéria,Bénin
2012-04-22,Adèle Lambert,Sortie,Carte nationale dIdentité,12385957,Nigéria,Nigéria
2012-04-22,Nicolas Barbe,Sortie,Passeport,85313865,Burikina-Faso,Burikina-Faso
2012-04-22,Astrid de la Bertin,Sortie,Passeport,19992852,Aéroport de Cotonou,Montserrat
2012-04-22,Élisabeth Delorme-Baron,Entrée,Passeport,1116661,Nigéria,Bénin
2012-04-22,Agathe-Nicole Texier,Sortie,Passeport,97773695,Togo,Togo
2012-04-22,Catherine-Henriette Marin,Sortie,Passeport,28765613,Aéroport de Cotonou,Saint-Marin (Rép. de)
2012-04-22,Jacques Delattre,Entrée,Carte nationale dIdentité,39906945,Togo,Bénin
2012-04-22,Franck Carlier,Entrée,Carte nationale dIdentité,30530734,Aéroport de Cotonou,Bénin
2012-04-23,Joséphine Girard,Entrée,Carte nationale dIdentité,46608541,Togo,Bénin
2012-04-23,Yves Briand du Albert,Sortie,Passeport,17958495,Aéroport de Cotonou,Corée du Nord
2012-04-23,Chantal Fischer,Entrée,Carte nationale dIdentité,62690719,Aéroport de Cotonou,Bénin
2012-04-23,Diane Perrin,Entrée,Carte nationale dIdentité,27985532,Aéroport de Cotonou,Bénin
