Name,Age,is_sentenced
Robert Hardy-Maillet,82,1
Olivier-Robert Marie,18,0
Guillaume Weber,68,0
Gilbert Seguin,84,1
Maurice Bouvier,26,1
Christophe Martins,42,1
Colette Baron,46,1
Charlotte Joseph,37,1
Margaud Gaudin,11,0
Roger Gimenez,45,1
Françoise Pinto,8,0
Éric Louis,59,1
William Michaud,17,0
Sabine-Michelle Coste,81,1
Thomas Bailly,61,1
Victor Besson,15,0
Alfred Pichon,45,1
Camille Chauvin,77,1
Frédérique Moreau,53,1
Pénélope-Catherine Chrétien,90,1
Raymond Alves-Masson,61,1
Auguste Lemoine,22,1
Patricia Besnard du Joseph,44,1
Marianne Moreno,86,1
Claudine Jourdan,6,0
Madeleine Bazin-Jourdan,87,0
Henri Labbé,83,1
Lucy Legendre,85,0
Jérôme Renard,29,1
Emmanuel Alves,47,1
François Joseph,44,1
Guillaume Chauvin,33,1
Adrien-Étienne Pasquier,13,0
Céline Alves du Georges,4,0
Virginie Thibault,57,1
Laetitia-Marianne Gonzalez,73,1
Isaac Gilles du Buisson,22,1
Thérèse Delmas-Bouvet,33,1
Margaud Poulain,16,0
Thibaut Chartier,35,0
Édouard Thibault-Maurice,78,1
Louise Rémy,47,0
Gilbert Hernandez du Ferrand,37,1
Noël Legrand,31,1
Capucine-Martine Delannoy,55,1
Arthur de Fleury,14,0
Antoine Charles,17,0
Anne Bonnet,51,1
Christophe Aubry,54,1
Louis Guillot,87,1
Eugène Chevallier,79,1
Hugues Fleury Le Robin,48,1
Anouk Morin,19,0
Olivier Garcia,27,1
Andrée Bouvier,70,1
Matthieu Carre,40,1
Audrey-Jacqueline Mendès,10,0
Maurice Barthelemy,76,1
Gérard Fischer,88,1
Emmanuel Rivière,31,1
Olivie-Christelle Delahaye,2,0
Gilles Allain,64,1
Léon Pierre,30,1
Thibaut-Thomas Hernandez,37,1
Suzanne Paris,44,1
Éric Lemaire,14,0
Roland Rodriguez,50,1
Timothée Schneider-Garcia,56,1
Émilie de la Nicolas,37,1
Joseph Pinto,60,1
Margot Fleury-Grenier,48,0
Thierry de la Samson,84,0
Madeleine Gros-Poirier,32,1
Victor Roux,48,0
Laetitia Caron,15,0
Maggie Maury,84,1
Jules Bonnet,83,1
Mathilde Moreno,79,1
Sabine Laurent,32,1
Isabelle Hamel-Lemonnier,71,1
Jérôme Giraud,75,1
Marcelle Leroy du Fernandez,53,1
Bernard Mathieu,68,0
Gabriel-Alain Benoit,54,1
Victor de la Dufour,4,0
Stéphane Adam,8,0
Marthe Joubert,65,1
Gilbert Lebrun,11,0
Frédéric Lombard,24,1
Juliette Colin,36,1
Noël Coste,20,1
Chantal Vincent,41,1
Arthur Da Silva,36,1
Thibaut Daniel du Lelièvre,63,1
Adrien de la Reynaud,43,1
Célina du Roche,45,1
Jean Gauthier,84,1
Margot Louis de Chartier,68,1
William-Guillaume Cousin,16,0
Laure Colin,68,1
Valentine-Marianne Laroche,17,0
Émile Descamps,47,1
Yves Meyer-Clerc,53,1
Sylvie Antoine,62,1
Roger Le Riou,7,0
Michelle Hubert-Le Goff,67,1
Susanne Robin,41,1
Michel de la Fontaine,77,1
Marcelle Perrot,6,0
Lucie Gros,89,1
Margot Roux,2,0
Noël Ribeiro,60,1
François Vincent,2,0
Zoé Rolland,9,0
Suzanne Monnier du Garnier,5,0
Marcel Le Dijoux,75,1
Agnès Bouvet,34,1
Aimé Guibert,72,0
Eugène Wagner,33,1
Julie Evrard,68,1
Valérie Grondin,89,1
Margaux Marty,33,1
Pierre-Timothée Tanguy,27,1
Victor Goncalves,22,1
Élise Hoareau,20,1
Céline Guyot,16,0
Charlotte Leblanc,31,1
Michelle Martel-Rey,50,1
Caroline Lejeune de la Bonnet,72,1
Chantal Evrard,33,1
Paulette Allard,6,0
Denis Lebrun Le Vincent,90,1
Adèle Lefort-Pascal,10,0
Luc Potier,57,1
Marcelle-Josette Bourgeois,10,0
Marc Delattre,47,0
Roland Valette,45,1
Agathe Courtois,19,0
Audrey Delmas de la Peltier,18,0
Alix Delahaye,56,1
Louise Duhamel,71,0
Robert Vaillant,90,1
Alain-René Colin,71,1
Adrien Bernier,53,1
Antoinette Pelletier de la Martinez,12,0
Christophe Faure,22,1
Audrey Descamps,11,0
Colette Dupuy,81,1
Émile de Roy,76,1
Christiane du Lejeune,13,0
Claude Gonzalez,24,0
William Evrard,82,1
Édouard du Daniel,13,0
Éric Bernard,88,1
Émile Dupuy,48,1
Adélaïde Boutin,3,0
Lucas Martel,69,1
Claude de la Julien,74,1
Cécile Blin,35,1
Adélaïde Delorme,36,1
Théodore Leclercq,81,1
Maurice Lemoine,45,1
Luc du Gillet,84,1
Anaïs Deschamps,69,1
Joseph Nguyen,60,1
Stéphanie Fischer,91,1
Honoré Poirier Le Rémy,82,0
Mathilde Moreau,1,0
Emmanuel Didier,49,1
Cécile Caron,83,1
Lucie Guichard,68,1
Zacharie Pasquier,82,1
Julien Pinto-Chevallier,38,1
Luc Gillet,84,1
Anaïs de Lemaître,4,0
Isaac Le Gall,52,1
Astrid-Élisabeth Laroche,69,1
Alain Pinto,21,1
Claudine Alexandre-Fontaine,18,0
Joseph Didier,56,1
Brigitte-Olivie Nicolas,81,0
Lucas Marchal,4,0
Robert Besnard,4,0
Philippe Perez-Duval,53,1
Olivier de Philippe,5,0
Paulette-Isabelle Boutin,40,1
Alex Aubert,13,0
Noémi Da Costa,70,1
Michelle Jourdan,73,1
Alain Dumas,87,1
Gérard Couturier-Gay,42,1
Corinne Pages,22,1
Bertrand-Éric Durand,9,0
Thibaut Vasseur de la Lecomte,4,0
Patrick Valentin de Potier,26,1
Gérard Huet,8,0
Timothée Bonnin de Leclerc,45,1
Josette Perrier,44,1
Laurence de la Coulon,50,1
Joséphine Legrand,58,1
Paulette Bernier-Letellier,40,1
Corinne Blot,72,1
Virginie Wagner,33,1
Manon Leroux,30,1
Adrien Vallet-Sanchez,68,1
François de Weiss,28,1
Chantal Colin,12,0
Gilles de Lecomte,75,0
François-Daniel Martel,17,0
Frédérique Rémy-Girard,92,1
Hélène de Letellier,85,1
François Hubert,71,0
Gilles-Paul Vincent,42,1
Élodie Chevallier-Prévost,86,1
Christiane-Aimée Guillaume,5,0
Marianne Sauvage,7,0
Éléonore Étienne,63,1
Alphonse Durand-Goncalves,17,0
Alice Boulay,8,0
Michelle Guyot,57,1
Adélaïde de la Pages,84,1
Édith Perrin-Noël,71,0
Alex Guillon-Andre,76,0
Philippine Klein,36,1
Eugène Leleu,77,1
Roland Berthelot,51,1
Xavier Charles,17,0
Geneviève Léger,26,1
Théodore Tanguy,33,1
Martin Pineau,29,1
Simone Diaz-Picard,8,0
Emmanuelle Gosselin,1,0
Alphonse du Lefèvre,84,1
Alice Julien,89,1
Céline Moreau,47,1
Clémence de la Schneider,19,0
Isaac Pereira,58,1
Célina Vallée,24,1
Michel Buisson de la Cohen,80,0
Lucas Michaud,32,1
Marcel du Dos Santos,26,1
Anouk-Christiane Hoareau,5,0
Stéphanie Legrand,10,0
Julie Letellier,82,0
Renée-Jacqueline Loiseau,51,1
Nicolas Mace,20,1
Margaret Gérard,79,0
Laure Briand,39,1
Victoire-Anaïs Barre,30,0
Julien Mary,88,1
Bertrand Barre,42,0
Gilbert Lévy,82,1
Jules Laporte,12,0
Philippe Tessier du Costa,54,1
Raymond du Marchal,20,1
Paul Barre,40,1
Arthur Becker,83,1
Louise-Zoé Mace,76,0
Anne du Léger,12,0
Virginie Courtois,19,0
Cécile Foucher,34,1
Augustin Guillet,3,0
Mathilde Gimenez,43,1
Alexandrie Nguyen,85,0
Gilles-Pierre Legendre,7,0
Aurore Le Carlier,70,1
Honoré Marion,37,1
Marcelle-Nathalie Blanchet,11,0
Michelle Marin-Boucher,92,0
Renée-Claudine Hamel,17,0
Laurent Dufour,24,1
Pierre Le Vasseur,5,0
Brigitte Chartier,4,0
Thomas Labbé,71,1
Olivie de la Poirier,82,0
Noël Thomas de Poirier,27,1
Jean Le Brun,39,1
Frédéric Moreno,70,1
Adrien de la Bernard,56,0
Laurence Royer,53,0
Valentine Gautier,34,1
Gabrielle Olivier,6,0
Gérard Vasseur-Moreno,51,1
Paulette-Suzanne Teixeira,51,1
Jacqueline du Bonnin,30,1
Robert Goncalves du Mahe,41,1
Joseph Étienne,10,0
Geneviève Lelièvre-Gosselin,57,1
Jeannine Leblanc,84,1
Théodore Guyot-Rémy,82,1
Céline Leblanc,79,1
Roger-Marcel Pruvost,69,1
Christophe Roy,41,1
Isabelle Martins,39,1
Alex Meunier,83,1
Pierre-Grégoire Garcia,72,1
Thomas-Thomas Delaunay,42,1
Susanne-Jacqueline Tanguy,54,1
Julien Robert,17,0
Véronique Martel,51,0
Marine Thomas,34,1
Juliette Barre,35,1
Patricia Carlier-Rousseau,55,1
Agathe Ribeiro,75,1
Anouk du Grégoire,45,1
Henri Aubry du Cohen,50,1
Marie Le David,59,0
Gérard Colas de Maillet,44,1
Corinne Leconte,21,1
Roger Legendre,23,1
Stéphanie Albert,55,1
Robert Merle de la Gérard,8,0
Constance Samson-Gaudin,48,0
Xavier Dos Santos,66,1
Théodore Lelièvre-Vasseur,37,1
Timothée Bonneau du Gérard,64,1
Jacqueline Gimenez,55,1
Juliette Cousin,76,1
Tristan Lombard-Chevalier,54,0
Patrick Robin-Launay,61,0
Margaux-Valérie Weiss,62,1
Bertrand Parent,78,0
Roland Morel,42,1
Geneviève Le Bertin,82,1
Franck Marin,85,1
Céline Meunier,69,1
Jules Charpentier,6,0
Thibaut-Jean Huet,80,1
Henri Ledoux-Jacquet,41,1
Alex Baron de la Morin,3,0
Michelle Peltier,48,1
Benjamin de Pichon,69,1
Thérèse Laroche,61,1
Anouk Grenier,83,1
Olivie Bertrand,43,1
Louis Lelièvre,1,0
Amélie Bègue de la Peron,84,0
Marie du Daniel,72,0
Élisabeth Carlier,78,0
Philippe Voisin,8,0
Constance Rodrigues,18,0
Suzanne Gaillard-Leroy,14,0
Édith Le Dupré,91,0
Christiane Rolland,20,1
Valérie Benard Le Raynaud,23,1
Manon Wagner-Gérard,43,1
Léon Samson,1,0
Daniel Leblanc,12,0
Élisabeth Besson,67,1
Margaux Guyon Le Pages,76,1
Matthieu Valette de Giraud,70,1
Marthe Martineau,51,1
Valentine Laurent,56,1
Marguerite Lemaître,17,0
Paul-Louis Guichard,38,1
Diane Gimenez de la Laroche,48,1
Alex Gonzalez de Martel,87,1
Dorothée Roger,13,0
Laetitia Georges-Pruvost,22,1
Dominique du Germain,6,0
Françoise-Christiane Maréchal,84,1
Laurent Foucher,52,1
Paulette De Sousa-Rocher,87,1
Margaux Marie,88,1
Jean-Matthieu Gaillard,7,0
Paul-Olivier Schneider,21,1
Alex Morin-Renaud,78,1
Auguste Moreno,5,0
Alexandria-Dorothée Ribeiro,30,1
Clémence Lebon,14,0
Margot-Josette Rocher,3,0
Frédéric-Zacharie Bousquet,9,0
Cécile Marie,44,1
Alexandria Pichon,46,1
Daniel Jacquot,60,1
Isaac Weber,56,1
Christine Bouvet,76,0
Julie Chrétien,14,0
Aimée Millet,82,1
Élise Mahe,87,0
Gérard Roux de la Noël,57,1
Sophie Wagner,68,1
Étienne Benoit,48,1
Astrid Ollivier-Turpin,64,1
Émile Duval,52,1
François Le Buisson,19,0
Marcelle Prévost,50,1
Bernard Breton,42,1
Marguerite Boyer,56,1
Gilles Guichard-Guilbert,75,1
Henriette Ribeiro-Perrot,66,1
Alphonse Guibert,17,0
Claude-Victoire Guérin,26,1
Christophe Royer,73,0
Émilie-Nath Allard,5,0
Amélie de la Cordier,84,1
Joseph Vasseur,82,1
Vincent Raymond,35,1
Léon du Vasseur,14,0
Patrick Normand,17,0
Laurence De Oliveira,65,1
Colette Muller,57,0
Adèle Fouquet du Dumont,1,0
Renée Rossi,89,1
Gérard Legrand,47,1
Marianne Rolland,85,0
Julien Bonneau,71,1
Joseph Fontaine,19,0
Gabriel Boucher-Tanguy,43,1
Richard de la Allard,33,1
Françoise-Claudine Teixeira,36,1
Thierry Schmitt,12,0
Jean Charpentier-Collin,82,1
Agathe Lombard,73,0
Georges Guyot,31,1
Valentine Girard,81,1
Antoine Petitjean,23,1
Aurore De Oliveira,4,0
Françoise Adam-Royer,47,1
Alexandre Guillou,76,1
Denise Robin,73,1
Christophe Dupré,18,0
Henriette Pires-Lagarde,53,1
Louis Regnier-Jacob,91,1
Franck Guérin,13,0
Thibault Lejeune-Salmon,63,1
Anastasie Bodin,54,1
Margot Gros,90,1
Nath Voisin,21,1
Stéphane Rey,16,0
André-Thierry Mahe,90,0
Bertrand Delannoy-Richard,63,1
Olivier Leclerc du Guillon,84,1
Anastasie Seguin de la Descamps,57,1
Michelle Pasquier,12,0
Dorothée Leclerc Le Valentin,25,1
Clémence Perrot,69,0
Roger Weber,60,1
Marc Guyon,7,0
André Jourdan,16,0
William Lelièvre,24,1
Thibault Gilbert,51,1
Thomas Delmas,29,1
Anaïs Leclercq,55,0
Augustin Mendès,26,1
Alfred Parent-Martin,50,1
Isaac Simon-Coste,4,0
Roger Fabre,7,0
Raymond-Stéphane Legendre,74,1
René Langlois de la Gilbert,67,0
Christine Lecoq de la Potier,52,1
Guillaume de la Le Goff,72,1
Colette Roussel,9,0
Grégoire Joly,15,0
Hugues Masse,25,1
Xavier-Alain Guillaume,39,1
Michelle du Dijoux,61,1
Xavier du Leroy,3,0
Thérèse Delahaye,77,1
Olivier Evrard,24,1
Honoré de la Rivière,64,1
Vincent Mercier,71,1
Timothée Martel,46,1
Frédéric Boulanger,16,0
Martine Pereira,60,1
Élise de la Carpentier,41,1
Chantal Marion,57,1
Aurélie Reynaud,51,1
Gilbert Mahe,76,1
Laurent Guillot,73,1
Alfred du Bazin,88,1
Philippine Bertrand,37,1
Anouk-Audrey Blanc,68,1
Sophie Dijoux,43,1
Chantal Vallet,80,0
Élisabeth Guichard,8,0
Inès Valentin-Baron,22,1
Stéphane-Pierre Pages,52,0
Gabrielle Dijoux,20,0
Caroline-Alex Klein,55,1
Guy Vasseur,72,1
Arnaude Perrot,7,0
Timothée Jacquet,50,0
Julien Marchand,51,1
Nicolas Gallet Le Bailly,30,1
Claudine Delorme,4,0
Claudine Barbe,83,1
Gilbert Garnier,55,1
Nicolas Gillet,57,1
Élodie Garnier,6,0
Richard Bonneau,76,1
Isabelle Blanchard,28,1
Matthieu-Richard Caron,29,1
Lucy Wagner,83,1
Guillaume Paris,73,1
Roger Guillaume-Torres,27,1
Pierre Chevallier,50,1
Édouard-Tristan Laurent,36,1
Chantal Diallo,15,0
Amélie Clerc,21,1
Alex Valette-Berger,51,1
Cécile Maury,40,1
Margot Maurice,92,0
Xavier Pages de la Lemaire,37,1
Victor Lemonnier,3,0
Aimé Le Adam,36,1
Théodore Turpin,64,1
Martine Dias de la Lefèvre,26,1
Maurice Delahaye,38,1
Georges Normand,64,1
Aimée Pinto de Barbier,60,1
Léon Lacombe,63,1
Aimé Dupont-Didier,69,1
Élodie Nguyen,41,1
François Foucher,11,0
Simone-Gabrielle Louis,1,0
Julie Brunet,82,1
Denis Dufour,30,1
Bertrand Lelièvre de Samson,19,0
Sabine Garcia,0,0
Augustin Diallo,87,1
Julien Leroy,27,1
Suzanne Dufour,56,0
Brigitte Mary,15,0
Lorraine Gomes,22,1
Lucas Payet,11,0
Xavier Carre-Seguin,29,1
Édouard Alexandre,44,0
Laure-Zoé Leblanc,21,1
Roger Guyot,3,0
Olivier Hamon-Leleu,57,1
Clémence Carre,91,0
Alexandre Tanguy,72,0
Adrienne-Pauline Grégoire,42,0
William Dufour de la Wagner,64,1
Victoire Rocher,7,0
Jérôme Delannoy,63,1
Franck Petitjean,14,0
Julien Benard,20,1
Matthieu Perrier,85,1
Édith Jean,22,1
Susanne-Simone Pineau,69,1
Noël Noël,87,1
Robert-Zacharie Leblanc,53,1
Alice Gérard,83,0
Théodore Leroy,40,1
Chantal Germain,63,1
Émile Gilles,90,1
Véronique Mendès,48,1
Noël Navarro de Coulon,33,0
Caroline Perez-Boucher,83,0
Olivier Bertrand Le Menard,6,0
Claire Rémy,66,0
Claudine Michaud,60,0
Inès Germain,73,0
Laurent-Roger Rey,90,1
Matthieu François,5,0
Guillaume de Roy,26,1
Jacques Evrard du Maillard,83,1
Maggie Blanchet,26,1
Gilbert de Caron,64,1
Paul Chauveau,47,1
Emmanuel-Gilbert Peltier,52,1
Lucie Rolland,22,0
Aimé du Charpentier,37,1
Jeannine Perez,45,1
Martin Marchal,88,1
Henriette du Guilbert,35,0
Alix Evrard,83,0
Paulette Jacques,34,1
Élodie Noël,87,0
Théodore Perrot,91,1
Mathilde Le Grondin,55,1
Zacharie Grégoire,5,0
Léon Potier,58,1
Gilbert Delattre,50,1
Frédérique Dupré,12,0
Édouard Marin,16,0
Robert Weber,90,0
Marthe-Véronique Boucher,60,1
Victor Charpentier,31,0
Patrick Coulon du Pons,73,1
Arthur Collin,86,1
Marine-Céline Mace,77,1
Gilbert Duval,83,1
Roland Bouvier,3,0
Margaud-Anaïs Marion,9,0
Charlotte Carlier-Lefebvre,22,0
Hélène Pierre-Allard,30,1
Thérèse Leleu,48,1
Édith de la Camus,23,1
Marguerite Martel,53,1
Susanne Bernard,48,1
Océane Chevalier-Guilbert,67,1
Adèle Costa,30,1
Zacharie Toussaint,40,1
Alex Guillon,74,0
Georges Nicolas,4,0
Laurent Blondel,8,0
Aurore-Catherine Hoareau,3,0
Aimée Gilbert,7,0
Nathalie-Frédérique Dufour,9,0
Alfred Blot,77,1
Inès Ollivier,31,1
Véronique Grenier,59,1
Léon Leconte,2,0
Rémy Merle,80,1
Charlotte Ruiz,22,1
Gilles du Garnier,16,0
Odette Le Collet,81,1
Thibaut Pages,41,1
Frédéric Briand,10,0
Valentine Normand,84,1
René Payet,23,0
Joseph Pages,1,0
Brigitte Le Louis,61,1
Victor-Rémy Diallo,24,1
Dominique de la Philippe,58,0
Jean de la Lévy,36,1
Thierry Le Leroux,41,1
Étienne Fischer,2,0
Jacques Nicolas,37,1
Michelle-Nathalie Riou,9,0
Sophie Dupont-Richard,46,1
Véronique Dupuis de la Faure,77,1
Vincent Gilbert Le Blanchet,33,1
Michèle Munoz Le Regnier,54,1
Hortense Rodrigues,17,0
Théophile Gérard-Cousin,52,1
Alexandrie Dumas,16,0
Georges Lebon,21,1
Alexandrie Chauveau,6,0
Franck-Roger Grenier,4,0
Lucas Tanguy,62,1
Anaïs Blondel,49,1
Franck Bailly-Garnier,66,1
Luc de Ollivier,69,1
Constance Mahe Le Valette,6,0
Daniel Mathieu,3,0
Martin Dupré Le Laporte,52,1
Jules Gomes,29,1
Laetitia Le Regnier,55,1
Philippe Brun-Raymond,62,1
Noël Costa,88,0
Inès Mathieu,80,1
Susanne Delorme,11,0
Élodie Blot,30,1
Paulette Étienne de Rousset,84,1
Alphonse de Mallet,15,0
Nathalie Valentin-Julien,5,0
Benjamin Barbe-Peron,91,0
Marthe Fouquet,32,1
Marguerite-Michelle Fournier,35,1
Nath Ferreira Le Rolland,20,1
Laure Besnard-Brun,16,0
Gilbert Hernandez,29,1
Raymond-Bernard Marques,78,1
Odette Weiss de la Didier,2,0
Céline-Audrey Hernandez,70,1
Robert Costa,46,1
Frédéric Le Maillet,64,1
Colette Verdier,64,1
Frédéric de Leconte,78,0
Stéphanie-Gabrielle Auger,39,1
Marianne Reynaud,15,0
Gabrielle de la Duval,23,1
Marthe Thomas,47,1
Marc Guillou,91,1
Suzanne de Garnier,6,0
Christelle Marques,28,1
René Bonneau,67,1
Charles Charrier-Muller,71,1
Agnès Mary,63,1
Virginie Bonnin,81,0
Auguste Regnier,67,1
Marthe-Chantal Berthelot,1,0
Catherine Gautier,38,1
Philippine Vallée-Germain,49,1
Christiane Guillot,41,1
Alphonse Nguyen,45,1
Jérôme-Guillaume Gauthier,62,0
Élise du Dubois,16,0
Guy Samson,8,0
Claude Blondel,25,1
Stéphane Potier,45,1
Marcel Gautier,10,0
Luc du Poirier,79,1
Anouk Weiss,12,0
Émile Delahaye de Lefèvre,26,1
Zacharie Hubert,29,1
Éléonore Blanchet,69,1
Édith Fleury,11,0
Théodore Daniel-Klein,41,1
Aimé Guyon-Ribeiro,10,0
Grégoire Gosselin,28,1
Sabine Baron-Leroy,56,1
Zacharie Le Blanchet,61,1
Véronique du Schmitt,78,1
Capucine Breton,7,0
Laetitia Rocher du Morvan,63,1
Margot Hamon,22,1
Laure Thibault,22,0
Susanne Dupuy,2,0
Manon Lévy,4,0
Nath Le Gall,29,1
William Barre du Duval,71,1
Laure-Capucine Rocher,29,1
Charles Brun,56,1
Margaud Fontaine,6,0
Gérard Verdier-Allain,72,1
Alfred Henry,34,1
Tristan-Antoine François,24,1
Martine Besnard Le Bouchet,45,1
Corinne Le Lambert,11,0
François-Zacharie Lenoir,88,1
Nicolas Pires-Blanc,12,0
Laurence Barthelemy,19,0
Joseph du Ramos,45,0
Éléonore du Rodriguez,25,1
Georges Chauvin,58,1
Élodie Lemoine,78,1
Lucy-Odette Barthelemy,76,1
Louis Legrand,3,0
François Launay,44,1
Christiane Girard,5,0
Victor Hebert,75,0
Théophile Verdier de la Roche,44,1
Hugues de la Potier,91,1
Anne Louis,88,1
Zacharie Perret,39,1
Amélie Marchand,24,1
Nicole Peltier,34,1
Marc Valette,54,1
Élise Verdier,13,0
Andrée Le Sanchez,11,0
Marine Da Costa,18,0
Clémence Buisson,15,0
Luce Meunier,23,1
Claire Hebert,84,1
Auguste Martel-Neveu,3,0
Zoé Gaudin,10,0
Caroline Jean,59,0
Lucie Pichon,51,1
Raymond Maillard,47,1
Auguste de la Schmitt,87,1
Thibaut Lemaire,0,0
Roland Aubert-Raymond,89,0
Christiane-Michelle Bodin,41,0
Marc-Victor Lesage,36,1
Capucine Marchand,85,0
Marthe Michaud,51,1
Anne Pages,89,1
Sébastien Marie-Loiseau,40,1
Valentine Chauvet,50,1
Philippine Martineau de la Ruiz,75,1
Charles Launay de Durand,65,1
Thibaut Hernandez,4,0
Christine Michel,73,1
Gabriel Rousset,3,0
Diane Gautier,24,0
Paul Blanchard,73,0
Zacharie de David,89,1
Anaïs Martineau du Albert,42,1
Alexandria Le Poulain,89,1
Victor-Éric Fernandes,81,1
Patricia Mary-Clément,81,1
Paul du Gaillard,67,1
Vincent Leconte du Henry,33,1
Capucine Lefebvre,85,0
Hortense Bouvet du Aubert,26,1
Audrey Moulin,3,0
Eugène Pelletier du Brunel,31,1
Anaïs Grondin-Olivier,12,0
Lucas Pasquier,84,0
Victor-Théodore Neveu,73,1
Brigitte Vallet-Chrétien,57,1
Roland Lenoir,12,0
Sébastien Martinez-Mahe,57,1
Gilbert Maréchal,14,0
Roland Daniel,21,0
Robert Collin,59,1
Michèle Morin,32,1
Jeanne Menard,23,1
Matthieu Roux-Techer,45,1
Arthur Leclerc de Labbé,10,0
Françoise Pires,43,1
Marianne Benard,89,1
Camille Hubert,91,1
Jean Le Hoarau,47,1
Inès du Guibert,85,0
André de Chauvet,10,0
Arnaude Collet-Perez,21,1
Noël Roy,6,0
Lucas Costa,18,0
Zoé Alves,7,0
Roger Martins-Bernard,71,1
Richard Valentin,41,1
Bertrand-Bernard Da Silva,4,0
Zoé Aubry,3,0
Christophe Baudry-Chartier,32,1
Jacques Sauvage,48,1
Antoine Laine-Allard,71,1
Dominique Guyot,56,1
Nath Gillet de la Martin,61,1
Alfred Michel,33,0
Grégoire Noël-Colas,50,1
Thomas Verdier,4,0
Alice Peltier,67,1
Julien Buisson,44,1
Roger Guérin du Grondin,7,0
Dorothée Lebreton,59,1
Audrey-Gabrielle Bourdon,88,1
Suzanne-Maggie Caron,88,1
Patrick Camus,49,0
Margaret Delmas,54,1
Aimée de la Peltier,80,0
Alexandre de la Carpentier,3,0
Gabriel Royer,87,1
Georges Weiss de la Vallée,31,0
Auguste Garnier,84,0
Patrick-Richard Blot,73,1
Aurore Bonneau de la Gaillard,11,0
Marcelle-Michèle Boucher,51,1
Susan Techer,49,1
Denis Huet,86,1
Étienne Hervé,70,1
Colette Picard-Gaudin,37,1
Alexandre de Picard,38,1
Auguste-Georges Ruiz,3,0
Margaret-Zoé Moulin,81,1
Dominique Le Boucher,67,1
Denise Perez,90,1
Zoé Riou de la Michel,74,1
Thibaut du Riou,4,0
Édouard Colas,62,1
Thibault-Émile Thomas,1,0
Stéphanie-Anastasie Michel,80,0
Alexandre Potier,73,1
Olivier Boutin,34,1
Colette-Valérie Maury,21,1
Marcelle Cordier,31,1
Antoinette Coulon,47,1
Margaret Joseph,10,0
Alexandre Charles,72,0
Dorothée Godard,40,1
Henriette Berger,29,1
Tristan Hebert-Fleury,86,1
Manon Le Perrier,9,0
Jacqueline Imbert,51,0
Isabelle Guyon-Lelièvre,21,0
Arthur-Thibault Couturier,41,1
Léon Thierry,44,1
Gilles Delahaye,76,1
Olivier Benoit,24,1
Anastasie Coulon,61,1
Éric Étienne,88,0
Alain Alves Le Payet,46,1
Alfred Arnaud,20,1
Susan Thibault,77,1
Tristan-René Daniel,9,0
Thomas Ruiz,2,0
Victor Leduc,64,1
Alexandria-Nicole Le Roux,18,0
Laetitia Raynaud,83,1
Maryse Richard,47,1
Denis Auger-Morvan,40,0
Guillaume-Stéphane Barbe,89,1
Jérôme Rolland,38,1
Anastasie de la Guillet,57,1
Matthieu Ferreira,68,1
Henriette Teixeira,73,1
Aurélie Millet,89,1
Antoine Pascal-Mercier,41,1
Arnaude Rousseau,82,1
Emmanuelle Perret,77,1
Antoinette Meunier,25,1
Philippe Legendre,32,1
Maurice Weber,11,0
Valentine Neveu,2,0
Laurent Schneider-Delmas,62,1
Dominique Vallée-Perrier,63,1
Timothée Georges de Guyot,70,1
Lucas de la Huet,27,1
Emmanuel-Frédéric Ramos,58,1
Bertrand Goncalves,28,0
Lucy Roux-Léger,53,1
Antoine Salmon Le Le Gall,5,0
Dorothée Collin,76,1
Maryse Guillot,62,0
Valentine Bertin-Germain,7,0
Patrick Richard,51,1
Jacques De Oliveira,72,1
Maryse Ferrand,55,0
Nicole Marques,49,1
Richard Diaz,42,1
Zacharie Denis-Valentin,31,1
Mathilde Dijoux,15,0
Élise-Cécile Faure,67,1
Caroline Royer Le Berger,40,1
Diane Marin,16,0
Renée Ribeiro,64,1
André Guyon,44,1
Bernadette Andre-Le Roux,61,1
Lucie Berthelot de Traore,87,1
Margot Leroux,44,1
Lucie Gaillard-Voisin,9,0
Thibault Marchal,36,1
Victoire Baudry,30,1
Emmanuelle Meunier,46,1
Maggie Laine,66,1
Benjamin-Victor Millet,91,1
Louise Hervé,42,1
Valérie Nicolas,56,0
Thibaut-Rémy Brun,67,1
Josette Blin,32,1
Jérôme Ribeiro,30,1
Alexandria Jacquet-Hervé,5,0
Suzanne-Sabine Roche,10,0
Claudine Barbe-Foucher,82,1
Anne Colin,44,1
Théophile du Raymond,54,1
Bernard Fischer,66,1
Nathalie Michaud-Maurice,46,1
Anouk Bigot-Legendre,69,1
Laurent Carpentier,38,1
Anouk de Chauveau,25,1
Jacques Pasquier,50,1
Laurent Maréchal de la Clément,37,1
Martine Brunel-Pons,51,1
Valérie de la Faivre,43,1
Margaux-Stéphanie Chauvet,11,0
Martin Poirier de Mary,3,0
Timothée Descamps,17,0
Robert-Grégoire Blanchet,37,0
Xavier Becker,2,0
Stéphane Carre-Bourgeois,24,1
Catherine Wagner,61,1
Vincent Maillet,36,1
Antoine Le Roux,19,0
Bernard Lebon,8,0
Alain Delahaye,1,0
Thérèse Briand,57,1
Claudine Munoz-Duval,2,0
Théophile Simon,60,1
Georges-Bernard Gros,28,1
Martine Marques,76,1
Clémence Le Dumas,90,1
Alex Thomas,41,1
Marc Lévy-Lévêque,60,1
Frédéric Marie,48,1
Élise Texier,5,0
Philippe Robin,8,0
