relative_to,sender,receiver,operator,type,date,amount
Alfred Vallée,Alfred Vallée,Xavier Lebrun,moov,TRANSFER,2022-01-18,250700
Xavier Lebrun,Alfred Vallée,Xavier Lebrun,moov,RECEIPT,2022-01-18,250700
Alfred Vallée,,,moov,CASH_IN,2022-01-22,6200
Alfred Vallée,,,moov,CASH_OUT,2022-01-24,9800
Alfred Vallée,,,moov,CASH_IN,2022-01-26,177700
Alfred Vallée,,,moov,CASH_OUT,2022-01-27,480100
Alfred Vallée,Philippine de Brunet,Alfred Vallée,moov,RECEIPT,2022-01-27,227300
Philippine de Brunet,Philippine de Brunet,Alfred Vallée,moov,TRANSFER,2022-01-27,227300
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Christelle Riou,moov,TRANSFER,2022-01-03,88200
Christelle Riou,Édith Brunet-Le Roux,Christelle Riou,moov,RECEIPT,2022-01-03,88200
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Geneviève Pages,moov,TRANSFER,2022-01-04,107900
Geneviève Pages,Édith Brunet-Le Roux,Geneviève Pages,moov,RECEIPT,2022-01-04,107900
Édith Brunet-Le Roux,Marcel-Stéphane Leroy,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-05,462700
Marcel-Stéphane Leroy,Marcel-Stéphane Leroy,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-05,462700
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-05,451500
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-07,286200
Édith Brunet-Le Roux,Alain Blanchet de Clerc,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-09,80000
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-09,80000
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-11,407300
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-01-12,222100
Édith Brunet-Le Roux,Grégoire Philippe,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-12,32900
Grégoire Philippe,Grégoire Philippe,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-12,32900
Édith Brunet-Le Roux,Colette Baron,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-13,380300
Colette Baron,Colette Baron,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-13,380300
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-13,284700
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Théodore Mathieu de la Duval,moov,TRANSFER,2022-01-15,385500
Théodore Mathieu de la Duval,Édith Brunet-Le Roux,Théodore Mathieu de la Duval,moov,RECEIPT,2022-01-15,385500
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-01-17,352100
Édith Brunet-Le Roux,Stéphanie Mace,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-17,383600
Stéphanie Mace,Stéphanie Mace,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-17,383600
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-01-18,235800
Édith Brunet-Le Roux,Philippine de Brunet,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-18,69400
Philippine de Brunet,Philippine de Brunet,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-18,69400
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-20,129100
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-01-20,319600
Édith Brunet-Le Roux,André Fleury-Bourgeois,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-22,391700
André Fleury-Bourgeois,André Fleury-Bourgeois,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-22,391700
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-01-23,432100
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-23,284400
Édith Brunet-Le Roux,,,moov,CASH_IN,2022-01-23,27100
Édith Brunet-Le Roux,Xavier Lebrun,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-24,106200
Xavier Lebrun,Xavier Lebrun,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-24,106200
Édith Brunet-Le Roux,Édith Brunet-Le Roux,Marcel-Stéphane Leroy,moov,TRANSFER,2022-01-26,205400
Marcel-Stéphane Leroy,Édith Brunet-Le Roux,Marcel-Stéphane Leroy,moov,RECEIPT,2022-01-26,205400
Édith Brunet-Le Roux,André Fleury-Bourgeois,Édith Brunet-Le Roux,moov,RECEIPT,2022-01-27,118800
André Fleury-Bourgeois,André Fleury-Bourgeois,Édith Brunet-Le Roux,moov,TRANSFER,2022-01-27,118800
Édith Brunet-Le Roux,,,moov,CASH_OUT,2022-01-27,4100
Philippe Hubert,,,moov,CASH_OUT,2022-01-02,141800
Philippe Hubert,Philippe Hubert,Charles François,moov,TRANSFER,2022-01-03,491300
Charles François,Philippe Hubert,Charles François,moov,RECEIPT,2022-01-03,491300
Philippe Hubert,Frédéric Lombard,Philippe Hubert,moov,RECEIPT,2022-01-03,77900
Frédéric Lombard,Frédéric Lombard,Philippe Hubert,moov,TRANSFER,2022-01-03,77900
Philippe Hubert,,,moov,CASH_IN,2022-01-07,471700
Philippe Hubert,,,moov,CASH_IN,2022-01-09,50500
Philippe Hubert,Charles François,Philippe Hubert,moov,RECEIPT,2022-01-09,325700
Charles François,Charles François,Philippe Hubert,moov,TRANSFER,2022-01-09,325700
Philippe Hubert,Victoire Schmitt,Philippe Hubert,moov,RECEIPT,2022-01-09,360700
Victoire Schmitt,Victoire Schmitt,Philippe Hubert,moov,TRANSFER,2022-01-09,360700
Philippe Hubert,,,moov,CASH_IN,2022-01-11,31500
Philippe Hubert,Georges-Bernard Gros,Philippe Hubert,moov,RECEIPT,2022-01-12,324200
Georges-Bernard Gros,Georges-Bernard Gros,Philippe Hubert,moov,TRANSFER,2022-01-12,324200
Philippe Hubert,,,moov,CASH_IN,2022-01-13,446100
Philippe Hubert,,,moov,CASH_IN,2022-01-13,207800
Philippe Hubert,Alexandre Bonnet,Philippe Hubert,moov,RECEIPT,2022-01-14,333900
Alexandre Bonnet,Alexandre Bonnet,Philippe Hubert,moov,TRANSFER,2022-01-14,333900
Philippe Hubert,Guy Rivière-Dufour,Philippe Hubert,moov,RECEIPT,2022-01-14,480000
Guy Rivière-Dufour,Guy Rivière-Dufour,Philippe Hubert,moov,TRANSFER,2022-01-14,480000
Philippe Hubert,,,moov,CASH_OUT,2022-01-15,450000
Philippe Hubert,,,moov,CASH_IN,2022-01-16,378300
Philippe Hubert,Virginie Bonnin,Philippe Hubert,moov,RECEIPT,2022-01-16,193500
Virginie Bonnin,Virginie Bonnin,Philippe Hubert,moov,TRANSFER,2022-01-16,193500
Philippe Hubert,,,moov,CASH_OUT,2022-01-16,397000
Philippe Hubert,Philippe Hubert,Raymond Brunel,moov,TRANSFER,2022-01-16,42200
Raymond Brunel,Philippe Hubert,Raymond Brunel,moov,RECEIPT,2022-01-16,42200
Philippe Hubert,Philippe Hubert,Sébastien de la Chauvin,moov,TRANSFER,2022-01-17,192100
Sébastien de la Chauvin,Philippe Hubert,Sébastien de la Chauvin,moov,RECEIPT,2022-01-17,192100
Philippe Hubert,,,moov,CASH_IN,2022-01-18,487300
Philippe Hubert,,,moov,CASH_IN,2022-01-18,66400
Philippe Hubert,Auguste Letellier de Aubry,Philippe Hubert,moov,RECEIPT,2022-01-19,38800
Auguste Letellier de Aubry,Auguste Letellier de Aubry,Philippe Hubert,moov,TRANSFER,2022-01-19,38800
Philippe Hubert,,,moov,CASH_IN,2022-01-20,234100
Philippe Hubert,Capucine Bazin,Philippe Hubert,moov,RECEIPT,2022-01-20,402800
Capucine Bazin,Capucine Bazin,Philippe Hubert,moov,TRANSFER,2022-01-20,402800
Philippe Hubert,Victor-David Faure,Philippe Hubert,moov,RECEIPT,2022-01-20,53400
Victor-David Faure,Victor-David Faure,Philippe Hubert,moov,TRANSFER,2022-01-20,53400
Philippe Hubert,,,moov,CASH_OUT,2022-01-22,105700
Philippe Hubert,Philippe Hubert,Marine Couturier,moov,TRANSFER,2022-01-22,424000
Marine Couturier,Philippe Hubert,Marine Couturier,moov,RECEIPT,2022-01-22,424000
Philippe Hubert,,,moov,CASH_OUT,2022-01-24,234900
Philippe Hubert,,,moov,CASH_IN,2022-01-25,141200
Philippe Hubert,,,moov,CASH_IN,2022-01-27,335900
Agathe Gomez,Agathe Gomez,Virginie Bonnin,moov,TRANSFER,2022-01-02,74100
Virginie Bonnin,Agathe Gomez,Virginie Bonnin,moov,RECEIPT,2022-01-02,74100
Agathe Gomez,,,moov,CASH_IN,2022-01-04,185100
Agathe Gomez,,,moov,CASH_OUT,2022-01-04,98000
Agathe Gomez,Marcel-Stéphane Leroy,Agathe Gomez,moov,RECEIPT,2022-01-04,283300
Marcel-Stéphane Leroy,Marcel-Stéphane Leroy,Agathe Gomez,moov,TRANSFER,2022-01-04,283300
Agathe Gomez,Agathe Gomez,Christine Albert,moov,TRANSFER,2022-01-05,21800
Christine Albert,Agathe Gomez,Christine Albert,moov,RECEIPT,2022-01-05,21800
Agathe Gomez,Agathe Gomez,Frédéric Lombard,moov,TRANSFER,2022-01-05,159100
Frédéric Lombard,Agathe Gomez,Frédéric Lombard,moov,RECEIPT,2022-01-05,159100
Agathe Gomez,Alexandria Bazin-Lacombe,Agathe Gomez,moov,RECEIPT,2022-01-05,374900
Alexandria Bazin-Lacombe,Alexandria Bazin-Lacombe,Agathe Gomez,moov,TRANSFER,2022-01-05,374900
Agathe Gomez,,,moov,CASH_OUT,2022-01-06,250400
Agathe Gomez,Céline Imbert-Lamy,Agathe Gomez,moov,RECEIPT,2022-01-07,458200
Céline Imbert-Lamy,Céline Imbert-Lamy,Agathe Gomez,moov,TRANSFER,2022-01-07,458200
Agathe Gomez,Xavier Lebrun,Agathe Gomez,moov,RECEIPT,2022-01-08,485600
Xavier Lebrun,Xavier Lebrun,Agathe Gomez,moov,TRANSFER,2022-01-08,485600
Agathe Gomez,Agathe Gomez,Alexandre Bonnet,moov,TRANSFER,2022-01-08,176600
Alexandre Bonnet,Agathe Gomez,Alexandre Bonnet,moov,RECEIPT,2022-01-08,176600
Agathe Gomez,Denise Gonzalez de Buisson,Agathe Gomez,moov,RECEIPT,2022-01-09,209900
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Agathe Gomez,moov,TRANSFER,2022-01-09,209900
Agathe Gomez,Nathalie Auger,Agathe Gomez,moov,RECEIPT,2022-01-09,362200
Nathalie Auger,Nathalie Auger,Agathe Gomez,moov,TRANSFER,2022-01-09,362200
Agathe Gomez,Agathe Gomez,Frédéric Charles de la Pineau,moov,TRANSFER,2022-01-11,452500
Frédéric Charles de la Pineau,Agathe Gomez,Frédéric Charles de la Pineau,moov,RECEIPT,2022-01-11,452500
Agathe Gomez,Sabine Baron-Leroy,Agathe Gomez,moov,RECEIPT,2022-01-12,458900
Sabine Baron-Leroy,Sabine Baron-Leroy,Agathe Gomez,moov,TRANSFER,2022-01-12,458900
Agathe Gomez,Geneviève Pages,Agathe Gomez,moov,RECEIPT,2022-01-12,421500
Geneviève Pages,Geneviève Pages,Agathe Gomez,moov,TRANSFER,2022-01-12,421500
Agathe Gomez,,,moov,CASH_OUT,2022-01-13,110800
Agathe Gomez,Agathe Gomez,Thierry Goncalves,moov,TRANSFER,2022-01-17,412900
Thierry Goncalves,Agathe Gomez,Thierry Goncalves,moov,RECEIPT,2022-01-17,412900
Agathe Gomez,Agathe Gomez,Chantal Dupuis,moov,TRANSFER,2022-01-17,40700
Chantal Dupuis,Agathe Gomez,Chantal Dupuis,moov,RECEIPT,2022-01-17,40700
Agathe Gomez,Agathe Gomez,Philippine de Brunet,moov,TRANSFER,2022-01-17,400100
Philippine de Brunet,Agathe Gomez,Philippine de Brunet,moov,RECEIPT,2022-01-17,400100
Agathe Gomez,François Lebon,Agathe Gomez,moov,RECEIPT,2022-01-18,116900
François Lebon,François Lebon,Agathe Gomez,moov,TRANSFER,2022-01-18,116900
Agathe Gomez,,,moov,CASH_IN,2022-01-19,348800
Agathe Gomez,,,moov,CASH_IN,2022-01-22,164400
Agathe Gomez,Théodore-Gérard Raymond,Agathe Gomez,moov,RECEIPT,2022-01-23,483600
Théodore-Gérard Raymond,Théodore-Gérard Raymond,Agathe Gomez,moov,TRANSFER,2022-01-23,483600
Agathe Gomez,Agathe Gomez,Charles François,moov,TRANSFER,2022-01-23,170200
Charles François,Agathe Gomez,Charles François,moov,RECEIPT,2022-01-23,170200
Agathe Gomez,,,moov,CASH_IN,2022-01-24,9500
Agathe Gomez,Maryse Michaud,Agathe Gomez,moov,RECEIPT,2022-01-25,287900
Maryse Michaud,Maryse Michaud,Agathe Gomez,moov,TRANSFER,2022-01-25,287900
Agathe Gomez,Agathe Gomez,Alexandria Bazin-Lacombe,moov,TRANSFER,2022-01-25,440500
Alexandria Bazin-Lacombe,Agathe Gomez,Alexandria Bazin-Lacombe,moov,RECEIPT,2022-01-25,440500
Agathe Gomez,Agathe Gomez,Thierry Goncalves,moov,TRANSFER,2022-01-27,445100
Thierry Goncalves,Agathe Gomez,Thierry Goncalves,moov,RECEIPT,2022-01-27,445100
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-01,115500
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-01,356900
Michel Mercier-Camus,Michel Mercier-Camus,Frédéric Marie de Lambert,moov,TRANSFER,2022-01-02,365100
Frédéric Marie de Lambert,Michel Mercier-Camus,Frédéric Marie de Lambert,moov,RECEIPT,2022-01-02,365100
Michel Mercier-Camus,Christelle Riou,Michel Mercier-Camus,moov,RECEIPT,2022-01-03,270900
Christelle Riou,Christelle Riou,Michel Mercier-Camus,moov,TRANSFER,2022-01-03,270900
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-04,100400
Michel Mercier-Camus,Michel Mercier-Camus,Hélène Durand-Bègue,moov,TRANSFER,2022-01-06,104000
Hélène Durand-Bègue,Michel Mercier-Camus,Hélène Durand-Bègue,moov,RECEIPT,2022-01-06,104000
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-06,452100
Michel Mercier-Camus,Denise Gonzalez de Buisson,Michel Mercier-Camus,moov,RECEIPT,2022-01-07,222800
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Michel Mercier-Camus,moov,TRANSFER,2022-01-07,222800
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-09,442700
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-09,391200
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-09,160900
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-09,280700
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-11,314000
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-12,62800
Michel Mercier-Camus,Michel Mercier-Camus,Xavier Lebrun,moov,TRANSFER,2022-01-13,222500
Xavier Lebrun,Michel Mercier-Camus,Xavier Lebrun,moov,RECEIPT,2022-01-13,222500
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-15,337500
Michel Mercier-Camus,Michel Mercier-Camus,Marcel-Stéphane Leroy,moov,TRANSFER,2022-01-15,499300
Marcel-Stéphane Leroy,Michel Mercier-Camus,Marcel-Stéphane Leroy,moov,RECEIPT,2022-01-15,499300
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-16,445100
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-16,16200
Michel Mercier-Camus,Michel Mercier-Camus,Hélène Durand-Bègue,moov,TRANSFER,2022-01-17,256300
Hélène Durand-Bègue,Michel Mercier-Camus,Hélène Durand-Bègue,moov,RECEIPT,2022-01-17,256300
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-19,400800
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-21,267900
Michel Mercier-Camus,Céline Imbert-Lamy,Michel Mercier-Camus,moov,RECEIPT,2022-01-21,458600
Céline Imbert-Lamy,Céline Imbert-Lamy,Michel Mercier-Camus,moov,TRANSFER,2022-01-21,458600
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-22,244200
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-22,426700
Michel Mercier-Camus,Capucine Bazin,Michel Mercier-Camus,moov,RECEIPT,2022-01-25,387000
Capucine Bazin,Capucine Bazin,Michel Mercier-Camus,moov,TRANSFER,2022-01-25,387000
Michel Mercier-Camus,,,moov,CASH_OUT,2022-01-26,427400
Michel Mercier-Camus,Michel Mercier-Camus,Virginie Bonnin,moov,TRANSFER,2022-01-27,126600
Virginie Bonnin,Michel Mercier-Camus,Virginie Bonnin,moov,RECEIPT,2022-01-27,126600
Michel Mercier-Camus,,,moov,CASH_IN,2022-01-27,305300
Chantal Dupuis,Denise Gonzalez de Buisson,Chantal Dupuis,moov,RECEIPT,2022-01-03,53100
Denise Gonzalez de Buisson,Denise Gonzalez de Buisson,Chantal Dupuis,moov,TRANSFER,2022-01-03,53100
Chantal Dupuis,,,moov,CASH_OUT,2022-01-05,426300
Chantal Dupuis,,,moov,CASH_IN,2022-01-07,6300
Chantal Dupuis,Anastasie Guilbert,Chantal Dupuis,moov,RECEIPT,2022-01-07,125500
Anastasie Guilbert,Anastasie Guilbert,Chantal Dupuis,moov,TRANSFER,2022-01-07,125500
Chantal Dupuis,Charles François,Chantal Dupuis,moov,RECEIPT,2022-01-09,121700
Charles François,Charles François,Chantal Dupuis,moov,TRANSFER,2022-01-09,121700
Chantal Dupuis,,,moov,CASH_IN,2022-01-09,252700
Chantal Dupuis,Victor-David Faure,Chantal Dupuis,moov,RECEIPT,2022-01-09,227100
Victor-David Faure,Victor-David Faure,Chantal Dupuis,moov,TRANSFER,2022-01-09,227100
Chantal Dupuis,Grégoire Philippe,Chantal Dupuis,moov,RECEIPT,2022-01-10,124300
Grégoire Philippe,Grégoire Philippe,Chantal Dupuis,moov,TRANSFER,2022-01-10,124300
Chantal Dupuis,,,moov,CASH_IN,2022-01-11,309600
Chantal Dupuis,,,moov,CASH_IN,2022-01-11,150500
Chantal Dupuis,Chantal Dupuis,Laetitia Chrétien,moov,TRANSFER,2022-01-12,487600
Laetitia Chrétien,Chantal Dupuis,Laetitia Chrétien,moov,RECEIPT,2022-01-12,487600
Chantal Dupuis,,,moov,CASH_OUT,2022-01-14,209900
Chantal Dupuis,,,moov,CASH_IN,2022-01-14,82500
Chantal Dupuis,Grégoire Philippe,Chantal Dupuis,moov,RECEIPT,2022-01-18,388300
Grégoire Philippe,Grégoire Philippe,Chantal Dupuis,moov,TRANSFER,2022-01-18,388300
Chantal Dupuis,,,moov,CASH_OUT,2022-01-19,152600
Chantal Dupuis,Chantal Dupuis,Georges Étienne,moov,TRANSFER,2022-01-20,250000
Georges Étienne,Chantal Dupuis,Georges Étienne,moov,RECEIPT,2022-01-20,250000
Chantal Dupuis,Grégoire Philippe,Chantal Dupuis,moov,RECEIPT,2022-01-22,431900
Grégoire Philippe,Grégoire Philippe,Chantal Dupuis,moov,TRANSFER,2022-01-22,431900
Chantal Dupuis,Chantal Dupuis,Sabine Baron-Leroy,moov,TRANSFER,2022-01-22,297000
Sabine Baron-Leroy,Chantal Dupuis,Sabine Baron-Leroy,moov,RECEIPT,2022-01-22,297000
Chantal Dupuis,,,moov,CASH_IN,2022-01-22,390300
Chantal Dupuis,,,moov,CASH_OUT,2022-01-24,11300
Chantal Dupuis,,,moov,CASH_OUT,2022-01-24,160000
Chantal Dupuis,,,moov,CASH_IN,2022-01-25,171600
Chantal Dupuis,Chantal Dupuis,Geneviève Pages,moov,TRANSFER,2022-01-26,209000
Geneviève Pages,Chantal Dupuis,Geneviève Pages,moov,RECEIPT,2022-01-26,209000
Océane Diallo,,,moov,CASH_IN,2022-01-01,430700
Océane Diallo,,,moov,CASH_IN,2022-01-01,73900
Océane Diallo,Océane Diallo,Théodore-Gérard Raymond,moov,TRANSFER,2022-01-01,181100
Théodore-Gérard Raymond,Océane Diallo,Théodore-Gérard Raymond,moov,RECEIPT,2022-01-01,181100
Océane Diallo,Hélène Durand-Bègue,Océane Diallo,moov,RECEIPT,2022-01-01,484500
Hélène Durand-Bègue,Hélène Durand-Bègue,Océane Diallo,moov,TRANSFER,2022-01-01,484500
Océane Diallo,Grégoire Philippe,Océane Diallo,moov,RECEIPT,2022-01-02,87000
Grégoire Philippe,Grégoire Philippe,Océane Diallo,moov,TRANSFER,2022-01-02,87000
Océane Diallo,,,moov,CASH_IN,2022-01-04,365800
Océane Diallo,,,moov,CASH_IN,2022-01-04,337500
Océane Diallo,Alexandria Bazin-Lacombe,Océane Diallo,moov,RECEIPT,2022-01-06,496200
Alexandria Bazin-Lacombe,Alexandria Bazin-Lacombe,Océane Diallo,moov,TRANSFER,2022-01-06,496200
Océane Diallo,Victor-David Faure,Océane Diallo,moov,RECEIPT,2022-01-06,68000
Victor-David Faure,Victor-David Faure,Océane Diallo,moov,TRANSFER,2022-01-06,68000
Océane Diallo,,,moov,CASH_OUT,2022-01-07,338600
Océane Diallo,,,moov,CASH_OUT,2022-01-08,496500
Océane Diallo,Océane Diallo,François Lebon,moov,TRANSFER,2022-01-08,257800
François Lebon,Océane Diallo,François Lebon,moov,RECEIPT,2022-01-08,257800
Océane Diallo,Alexandria Garnier,Océane Diallo,moov,RECEIPT,2022-01-08,170500
Alexandria Garnier,Alexandria Garnier,Océane Diallo,moov,TRANSFER,2022-01-08,170500
Océane Diallo,Océane Diallo,Virginie Diallo,moov,TRANSFER,2022-01-10,464100
Virginie Diallo,Océane Diallo,Virginie Diallo,moov,RECEIPT,2022-01-10,464100
Océane Diallo,Océane Diallo,Laetitia Chrétien,moov,TRANSFER,2022-01-10,478700
Laetitia Chrétien,Océane Diallo,Laetitia Chrétien,moov,RECEIPT,2022-01-10,478700
Océane Diallo,,,moov,CASH_IN,2022-01-12,419000
Océane Diallo,Honoré Lopes,Océane Diallo,moov,RECEIPT,2022-01-16,157700
Honoré Lopes,Honoré Lopes,Océane Diallo,moov,TRANSFER,2022-01-16,157700
Océane Diallo,Océane Diallo,Nicolas Chartier,moov,TRANSFER,2022-01-17,402900
Nicolas Chartier,Océane Diallo,Nicolas Chartier,moov,RECEIPT,2022-01-17,402900
Océane Diallo,Océane Diallo,Émile Gilles,moov,TRANSFER,2022-01-18,438300
Émile Gilles,Océane Diallo,Émile Gilles,moov,RECEIPT,2022-01-18,438300
Océane Diallo,Océane Diallo,Christine Albert,moov,TRANSFER,2022-01-21,386600
Christine Albert,Océane Diallo,Christine Albert,moov,RECEIPT,2022-01-21,386600
Océane Diallo,,,moov,CASH_IN,2022-01-22,172200
Océane Diallo,,,moov,CASH_OUT,2022-01-23,358800
Océane Diallo,Océane Diallo,Christine Albert,moov,TRANSFER,2022-01-24,379000
Christine Albert,Océane Diallo,Christine Albert,moov,RECEIPT,2022-01-24,379000
Océane Diallo,Capucine Bazin,Océane Diallo,moov,RECEIPT,2022-01-24,457900
Capucine Bazin,Capucine Bazin,Océane Diallo,moov,TRANSFER,2022-01-24,457900
Océane Diallo,,,moov,CASH_OUT,2022-01-26,417300
Océane Diallo,Océane Diallo,Anastasie Guilbert,moov,TRANSFER,2022-01-26,91400
Anastasie Guilbert,Océane Diallo,Anastasie Guilbert,moov,RECEIPT,2022-01-26,91400
Océane Diallo,Laurence de la Coulon,Océane Diallo,moov,RECEIPT,2022-01-27,65100
Laurence de la Coulon,Laurence de la Coulon,Océane Diallo,moov,TRANSFER,2022-01-27,65100
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-01-02,62800
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Guy Rivière-Dufour,moov,TRANSFER,2022-01-02,291300
Guy Rivière-Dufour,Alain Blanchet de Clerc,Guy Rivière-Dufour,moov,RECEIPT,2022-01-02,291300
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-01-02,109900
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-01-03,425300
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Frédéric Lombard,moov,TRANSFER,2022-01-03,487200
Frédéric Lombard,Alain Blanchet de Clerc,Frédéric Lombard,moov,RECEIPT,2022-01-03,487200
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-01-04,458200
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Alexandria Bazin-Lacombe,moov,TRANSFER,2022-01-06,128000
Alexandria Bazin-Lacombe,Alain Blanchet de Clerc,Alexandria Bazin-Lacombe,moov,RECEIPT,2022-01-06,128000
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Auguste Letellier de Aubry,moov,TRANSFER,2022-01-10,307400
Auguste Letellier de Aubry,Alain Blanchet de Clerc,Auguste Letellier de Aubry,moov,RECEIPT,2022-01-10,307400
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Nathalie Auger,moov,TRANSFER,2022-01-10,31400
Nathalie Auger,Alain Blanchet de Clerc,Nathalie Auger,moov,RECEIPT,2022-01-10,31400
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-01-10,137200
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Christine Albert,moov,TRANSFER,2022-01-11,118700
Christine Albert,Alain Blanchet de Clerc,Christine Albert,moov,RECEIPT,2022-01-11,118700
Alain Blanchet de Clerc,François Lebon,Alain Blanchet de Clerc,moov,RECEIPT,2022-01-11,124200
François Lebon,François Lebon,Alain Blanchet de Clerc,moov,TRANSFER,2022-01-11,124200
Alain Blanchet de Clerc,Émile Gilles,Alain Blanchet de Clerc,moov,RECEIPT,2022-01-13,391100
Émile Gilles,Émile Gilles,Alain Blanchet de Clerc,moov,TRANSFER,2022-01-13,391100
Alain Blanchet de Clerc,,,moov,CASH_IN,2022-01-14,165700
Alain Blanchet de Clerc,Christelle Riou,Alain Blanchet de Clerc,moov,RECEIPT,2022-01-17,413300
Christelle Riou,Christelle Riou,Alain Blanchet de Clerc,moov,TRANSFER,2022-01-17,413300
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-01-18,177500
Alain Blanchet de Clerc,,,moov,CASH_OUT,2022-01-19,277500
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Sébastien de la Chauvin,moov,TRANSFER,2022-01-21,71800
Sébastien de la Chauvin,Alain Blanchet de Clerc,Sébastien de la Chauvin,moov,RECEIPT,2022-01-21,71800
Alain Blanchet de Clerc,Alain Blanchet de Clerc,Sabine Baron-Leroy,moov,TRANSFER,2022-01-21,131600
Sabine Baron-Leroy,Alain Blanchet de Clerc,Sabine Baron-Leroy,moov,RECEIPT,2022-01-21,131600
