Name,Gender,Address,E-mail,Date-of-birth,Phone-number,Job
Thibault Navarro,Masculin,"ALIBORI,BANIKOARA,KOKIBOROU,KOKIBOROU carré 6593",thibaultnavarro@gmail.com,1970-11-08,+22996861654,hydrogéologue
Jeannine-Margot Lopes,Masculin,"MONO,ATHIEME,ADOHOUN,AGUIDAHOUE carré 3351",none,2020-01-23,none,none
Philippine Guyot,Féminin,"OUEME,AKPRO-MISSERETE,KATAGON,TOKPA-HOUETE carré 6043",philippineguyot@gmail.com,1960-04-10,+22995356031,technicien céramiste
Odette Meyer,Féminin,"OUEME,ADJOHOUN,GANGBAN,AGONLIN carré 8712",odettemeyer@gmail.com,1948-02-10,+22964948759,contrôleur des douanes et droits indirects
Marie Gaillard,Féminin,"OUEME,ADJARRA,ADJARRA 1,ADOVIE carré 5620",mariegaillard@gmail.com,1930-05-10,+22995866185,officier de l'armée de terre
Tristan Boulay de la Fischer,Masculin,"ALIBORI,BANIKOARA,BANIKOARA,DEMANOU carré 9999",tristanboulaydelafischer@gmail.com,1942-10-15,+22995926805,agent de transit
Thierry Gaudin,Masculin,"PLATEAU,IFANGNI,LAGBE,SOBE carré 9467",thierrygaudin@gmail.com,1972-05-08,+22995431895,ingénieur traitement de l'image
Robert Gilbert,Masculin,"COLLINES,GLAZOUE,ZAFFE,OKEO carré 6390",robertgilbert@gmail.com,1951-09-01,+22995713059,rédacteur médical médicale
Hélène Allain,Féminin,"BORGOU,N'DALI,SIRAROU,GAH ALEROU carré 9687",none,2006-10-08,none,none
Yves Pineau,Masculin,"ATACORA,TANGUIETA,TANGUIETA,PORKA carré 9419",none,2008-07-23,none,none
Marc Diaz Le Guyon,Masculin,"ATACORA,TOUKOUNTOUNA,TOUKOUNTOUNA,MOUSSOUNTINGOU carré 0001",none,2022-12-08,none,none
Joseph Arnaud-Mercier,Masculin,"ALIBORI,GOGOUNOU,SORI,SORI-KPANKPANOU carré 3198",josepharnaud-mercier@gmail.com,1998-03-17,+22995226897,clerc d'huissier
Matthieu Garcia,Féminin,"OUEME,SEME-PODJI,SEME-PODJI,SEME-PODJI carré 6256",none,2008-05-12,none,none
Célina Courtois,Féminin,"OUEME,ADJOHOUN,ADJOHOUN,WADON carré 3180",célinacourtois@gmail.com,1968-01-31,+22964697984,collecteur de fonds
Étienne de la Jean,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,HEVIE,ZOUNGO carré 8317",none,2004-02-23,none,none
Martine Roche,Féminin,"BORGOU,NIKKI,GNONKOUROKALI,SOUBO-GANDEROU carré 9120",martineroche@gmail.com,1960-10-20,+22995143576,assistant dentaire
Grégoire Besson,Féminin,"ALIBORI,BANIKOARA,KOKIBOROU,SIRIKOU carré 8187",grégoirebesson@gmail.com,1935-10-27,+22995588190,pédologue
Brigitte du Rivière,Féminin,"DONGA,DJOUGOU,BARIENOU,KPAYEROUN carré 4225",none,2018-08-04,none,none
Émile Peron de la Gautier,Féminin,"BORGOU,KALALE,BOUCA,KOUREL carré 8998",émileperondelagautier@gmail.com,1932-03-30,+22953738984,architecte web
Gilles Adam Le Barre,Masculin,"COUFFO,DOGBO,MADJRE,MADJRE CENTRE carré 0566",none,2020-12-16,none,none
Frédéric Martel,Masculin,"ALIBORI,KANDI,ANGARADEBOU,FAFA carré 7847",frédéricmartel@gmail.com,1951-10-22,+22964110258,glaciologue
Édith Rolland,Masculin,"ATACORA,KEROU,KEROU,FETEKOU carré 1726",édithrolland@gmail.com,1993-07-19,+22995747194,maçon
Martin Roussel,Masculin,"ATLANTIQUE,ZE,HEKANME,HOUEDOTA-DJOKO carré 1302",none,2017-08-12,none,none
Anne Rivière,Féminin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-AGONGBOMEY carré 1913",annerivière@gmail.com,1959-11-07,+22995291300,menuisier
Margot Legros,Masculin,"BORGOU,TCHAOUROU,TCHATCHOU,GBEKPANIN carré 9141",margotlegros@gmail.com,1974-12-13,+22995171587,cadreur
Alexandre de la Baron,Féminin,"DONGA,BASSILA,PENESSOULOU,PENESSOULOU carré 5925",none,2004-10-21,none,none
Caroline-Lucie Vaillant,Féminin,"ALIBORI,BANIKOARA,BANIKOARA,KOMMON carré 4284",caroline-lucievaillant@gmail.com,1936-10-15,+22991942684,géographe
Sophie Chauveau,Féminin,"COLLINES,DASSA-ZOUME,DASSA II,AYEDERO carré 4611",sophiechauveau@gmail.com,1956-01-23,+22967291375,"psychologue de l'éducation nationale spécialité éducation, développement et conseil en orientation scolaire et professionnelle"
Arnaude de Jean,Féminin,"ALIBORI,BANIKOARA,FOUNOUGO,SAMPETO carré 5772",none,2011-11-10,none,none
Sophie Fernandes,Féminin,"PLATEAU,SAKETE,ITA-DJEBOU,IGBA carré 1905",sophiefernandes@gmail.com,1971-01-30,+22995645478,agent de transit
Alfred Picard,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TOGBIN-DAHO carré 6057",alfredpicard@gmail.com,1989-11-30,+22995798315,auxiliaire de puériculture
Jean-Martin Clerc,Masculin,"ZOU,ZA-KPOTA,ZA-TANTA,ALLIGOUDO carré 0721",jean-martinclerc@gmail.com,1952-04-08,+22995897545,secrétaire des affaires étrangères
Alexandria Dupuy,Féminin,"LITTORAL,COTONOU,9EME ARRONDISSEMENT,ZOGBOHOUE carré 3838",alexandriadupuy@gmail.com,1960-07-11,+22995434571,ergothérapeute
Alphonse-François Garnier,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GOLO-DJIGBE,ZEKANMEY carré 6306",none,2012-12-26,none,none
Aimé Gautier,Masculin,"ATACORA,TANGUIETA,N'DAHONTA,NATAGATA carré 7533",aimégautier@gmail.com,1950-04-09,+22995845231,conseiller sportif sportive en salle de remise en forme
Richard-Augustin Foucher,Masculin,"OUEME,ADJOHOUN,AKPADANOU,FONLY carré 9377",richard-augustinfoucher@gmail.com,1943-04-22,+22956118694,formulateur
Emmanuel Foucher,Masculin,"ZOU,ZOGBODOMEY,TANWE-HESSOU,TOWE carré 7061",emmanuelfoucher@gmail.com,1977-04-14,+22964610043,professeur de lycée professionnel
Philippe Girard de la Rousset,Féminin,"MONO,LOKOSSA,LOKOSSA,TAKON-ZONGO carré 6094",philippegirarddelarousset@gmail.com,1935-03-02,+22957579688,accompagnateur de tourisme équestre
Hugues Garcia,Masculin,"DONGA,COPARGO,COPARGO,SATIEKA-GBAMDI carré 1011",huguesgarcia@gmail.com,1947-11-22,+22956394109,agent hydrothermal hydrothermale
Matthieu Huet,Féminin,"OUEME,PORTO-NOVO,2EME ARRONDISSEMENT,DONOUKIN LISSESSA carré 8226",matthieuhuet@gmail.com,1961-12-02,+22953080441,tailleur de pierre
Roland-Victor Fernandes,Masculin,"OUEME,ADJARRA,ADJARRA 1,HOUNSINVIE carré 7653",roland-victorfernandes@gmail.com,1930-11-18,+22995300132,décolleteur
Brigitte du Hamon,Féminin,"ATLANTIQUE,SO-AVA,HOUEDO-AGUEKON,GBEGODO carré 2294",brigitteduhamon@gmail.com,1973-09-24,+22997317905,journaliste
Margaret Daniel de la Lacombe,Masculin,"COUFFO,DOGBO,DEVE,KPODJI carré 6610",none,2012-03-12,none,none
Henriette Delahaye-Bruneau,Féminin,"ATACORA,TANGUIETA,N'DAHONTA,NATAGATA carré 6478",henriettedelahaye-bruneau@gmail.com,1967-06-03,+22964413257,biologiste médical
Cécile Julien,Féminin,"ZOU,ZAGNANADO,BANAME,ASSIANGBOME carré 3678",cécilejulien@gmail.com,1935-07-14,+22966253867,ambulancier
Thérèse Fournier,Féminin,"MONO,GRAND-POPO,AGOUE,NICOUE CONDJI carré 8750",none,2020-09-12,none,none
Marcel Raynaud,Masculin,"MONO,LOKOSSA,LOKOSSA,GUINKOMEY carré 2713",marcelraynaud@gmail.com,1932-12-24,+22995912621,masseur
Marc de la Da Costa,Masculin,"ATLANTIQUE,KPOMASSE,KPOMASSE CENTRE,COCOUNDJI carré 0598",marcdeladacosta@gmail.com,1995-09-28,+22995181628,technicien en métrologie
Éléonore Dupont,Féminin,"PLATEAU,SAKETE,SAKETE 1,KOLOGBO MEKE carré 0410",éléonoredupont@gmail.com,1982-07-11,+22995836121,technicien qualité
Anaïs Mathieu,Masculin,"LITTORAL,COTONOU,11EME ARRONDISSEMENT,HOUEYIHO carré 4315",anaïsmathieu@gmail.com,1948-07-19,+22951089573,correcteur
Manon Alexandre,Masculin,"ALIBORI,BANIKOARA,SOMPEROUKOU,GNANDAROU carré 3945",none,2004-07-04,none,none
Anne Roger de la Besson,Féminin,"PLATEAU,KETOU,IDIGNY,IWOYE-BENIN carré 1677",annerogerdelabesson@gmail.com,1978-04-29,+22961076885,chef de chantier
Marc Godard,Masculin,"COLLINES,SAVALOU,OTTOLA,ISSALE carré 4972",marcgodard@gmail.com,1987-08-15,+22991450974,chargé d'études média
Geneviève Louis,Féminin,"OUEME,AVRANKOU,AVRANKOU,ALAWA carré 2340",genevièvelouis@gmail.com,1965-02-12,+22959152883,médiateur familial familiale
Richard Delmas,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ZINVIE,WAWATA carré 5855",none,2012-05-08,none,none
Julien de Allain,Masculin,"COUFFO,LALO,AHODJINNAKO,DOGOUEDETA carré 5237",juliendeallain@gmail.com,1982-09-12,+22995605366,consultant
Timothée du Lefort,Féminin,"OUEME,ADJOHOUN,AKPADANOU,SEKODJI carré 1828",timothéedulefort@gmail.com,1960-07-18,+22995076144,responsable de réseau eau potable
Joséphine Courtois,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,KPODJI-LES-MONTS carré 6206",joséphinecourtois@gmail.com,2000-04-04,+22964198816,ingénieur système
Thierry Chauvet-Bertin,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,ZOGBADJE carré 3057",thierrychauvet-bertin@gmail.com,1969-04-15,+22961510209,conducteur de ligne de production alimentaire
Émile Muller-Pelletier,Féminin,"ZOU,ZAGNANADO,ZAGNANADO CENTRE,ZOUNGOUDO carré 1604",émilemuller-pelletier@gmail.com,1986-01-09,+22964351974,technicien en métrologie
Étienne-Guy Charpentier,Masculin,"ATACORA,TOUKOUNTOUNA,TOUKOUNTOUNA,KPENTIKOU carré 6095",none,2020-03-06,none,none
Émile Coste,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,ADJAGBO carré 7879",émilecoste@gmail.com,1933-12-24,+22964393704,dessinateur-projeteur
Odette Lenoir,Féminin,"COLLINES,GLAZOUE,GLAZOUE,ALODO-ALOMIN carré 8014",odettelenoir@gmail.com,1961-02-28,+22953618436,conseiller en assurances
Hélène Garcia,Féminin,"COLLINES,DASSA-ZOUME,DASSA II,AYEDERO carré 7438",none,2009-03-31,none,none
Augustin Delorme,Masculin,"PLATEAU,SAKETE,SAKETE 2,WAÏ carré 5611",none,2018-08-17,none,none
Nicolas Roussel,Masculin,"ATLANTIQUE,OUIDAH,PAHOU,PAHOU CENTRE carré 8848",nicolasroussel@gmail.com,1968-01-13,+22964769702,ingénieur en acoustique
Valérie Raymond,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,AGONSOUNDJA carré 6996",none,2013-10-15,none,none
Lucy Gauthier,Masculin,"OUEME,DANGBO,HOUEDOMEY,HOUEDOMEY carré 0554",none,2015-06-10,none,none
Éric Guillon,Masculin,"COLLINES,DASSA-ZOUME,GBAFFO,GBAFO carré 0379",éricguillon@gmail.com,1953-01-03,+22995589722,gestionnaire actif/passif
Frédérique-Élisabeth Schneider,Masculin,"ZOU,ZOGBODOMEY,KPOKISSA,AHOUANDJITOME carré 2652",frédérique-élisabethschneider@gmail.com,1974-05-16,+22964362282,formateur d'adultes
Célina Le Gay,Féminin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,GBIRA carré 2011",célinalegay@gmail.com,2001-07-14,+22995448762,technicien de fabrication de mobilier et de menuiserie
Bernard Bouvier,Masculin,"ALIBORI,BANIKOARA,FOUNOUGO,GAMMERE-ZONGO carré 9715",bernardbouvier@gmail.com,1938-09-04,+22964816707,chirurgien-dentiste
Camille Guillaume,Féminin,"COUFFO,KLOUEKANMEY,HONDJIN,SOGLONOUHOUE carré 1163",camilleguillaume@gmail.com,1968-07-02,+22995653876,musicien
Thibault Chrétien,Masculin,"DONGA,DJOUGOU,BARIENOU,TOKO-TOKO carré 2878",thibaultchrétien@gmail.com,1956-02-20,+22995073024,médecin généraliste
Antoine Leconte,Féminin,"ATACORA,OUASSA-PEHUNCO,PEHUNCO,SINAOURAROU carré 7464",none,2007-09-29,none,none
Marcelle Adam,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,SALAMEY carré 0422",marcelleadam@gmail.com,1965-06-04,+22956215138,mécatronicien
François Devaux,Masculin,"BORGOU,SINENDE,SINENDE,DIADIA carré 6782",françoisdevaux@gmail.com,1980-01-09,+22964455428,carrossier
Bernadette Bernier,Féminin,"PLATEAU,IFANGNI,DAAGBE,DJEGOU-AYIDJEDO carré 9662",bernadettebernier@gmail.com,1951-03-19,+22961994626,visiteur médical médicale
Michelle Da Costa,Féminin,"COUFFO,DJAKOTOMEY,ADJINTIMEY,SEBIOHOUE-ADJINTIMEY carré 7454",michelledacosta@gmail.com,1932-01-04,+22964373291,masseur
Laure Pascal,Féminin,"COUFFO,LALO,LOKOGBA,KAÏHOUE carré 8508",laurepascal@gmail.com,1977-08-02,+22995194589,intégrateur web
Raymond-Jacques Legros,Masculin,"LITTORAL,COTONOU,2EME ARRONDISSEMENT,KPONDEHOU carré 9752",raymond-jacqueslegros@gmail.com,1962-11-13,+22964619510,pharmacien dans l'industrie
Rémy Lamy,Masculin,"ZOU,BOHICON,SODOHOME,ZOUNKPA-AGBOTOGON carré 2376",rémylamy@gmail.com,1993-04-04,+22995208897,astrophysicien
Alphonse Renaud,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,FIYEGNON HOUTA carré 6663",alphonserenaud@gmail.com,1996-11-19,+22962523843,chargé d'études en valorisation agricole des déchets
Victor de Lombard,Masculin,"COLLINES,BANTE,AGOUA,N'TCHON carré 3780",none,2019-05-23,none,none
Gilbert Maillot,Masculin,"PLATEAU,POBE,ISSABA,ABBA carré 3145",gilbertmaillot@gmail.com,1998-01-18,+22995918884,ingénieur mathématicien
Adélaïde Paul,Féminin,"PLATEAU,IFANGNI,KO-KOUMOLOU,KO-DOGBA carré 5759",adélaïdepaul@gmail.com,1998-09-20,+22996310051,assistant de service social
Éric Fernandez,Masculin,"ZOU,AGBANGNIZOUN,KPOTA,AHOUAKANME carré 2434",éricfernandez@gmail.com,1964-08-06,+22967809207,technicien électronicien électronicienne
Céline de Tessier,Féminin,"OUEME,AVRANKOU,AVRANKOU,SEDJE carré 4172",célinedetessier@gmail.com,1985-04-17,+22950754495,assistant dentaire
Tristan Berger,Masculin,"OUEME,SEME-PODJI,TOHOUE,GLOGBO carré 9767",tristanberger@gmail.com,1975-07-18,+22964040120,technicien pétrolier pétrolière
Jeanne de Poulain,Féminin,"ATLANTIQUE,KPOMASSE,AGONKANME,GOME carré 7551",jeannedepoulain@gmail.com,2001-06-17,+22964862832,animateur d'activités physiques et sportives pour tous
Rémy-René Charles,Masculin,"BORGOU,BEMBEREKE,BEMBEREKE,BEROU carré 9739",none,2004-09-17,none,none
Benjamin Roussel de la Pruvost,Masculin,"OUEME,PORTO-NOVO,4EME ARRONDISSEMENT,ANAVIE carré 7704",benjaminrousseldelapruvost@gmail.com,1935-06-15,+22995604215,ingénieur support
Jules Vasseur,Masculin,"COLLINES,BANTE,PIRA,OKOUTA-OSSE carré 5142",julesvasseur@gmail.com,1958-12-13,+22959395948,cuisinier
Adélaïde Mary Le Lemaire,Féminin,"ZOU,ZA-KPOTA,KPOZOUN,KPAKPASSA carré 9121",adélaïdemarylelemaire@gmail.com,1983-11-03,+22964140230,chef monteur monteuse
Théophile Rousseau,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,GNINKINDJI carré 7597",théophilerousseau@gmail.com,2003-04-29,+22964236339,dessinateur-projeteur
Hortense Picard,Féminin,"COLLINES,SAVALOU,DOUME,EKPA carré 8242",hortensepicard@gmail.com,1970-12-03,+22995311425,ingénieur métallurgiste
Émilie Valette,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,CADJEHOUN KPOTA carré 3489",émilievalette@gmail.com,1955-10-24,+22995352430,bijoutier-joaillier
Christelle Chevalier,Féminin,"COUFFO,APLAHOUE,AZOVE,HESSOUHOUE carré 0188",none,2017-12-05,none,none
Jérôme Grondin,Féminin,"COUFFO,APLAHOUE,ATOMEY,KPODJI carré 4426",jérômegrondin@gmail.com,1975-01-13,+22964636010,directeur de restaurant
Pauline Gonzalez,Féminin,"DONGA,OUAKE,SEMERE 1,MAMI carré 1890",paulinegonzalez@gmail.com,1942-12-07,+22995185469,éducateur canin canine
Brigitte-Nathalie Petit,Féminin,"PLATEAU,KETOU,ODOMETA,ATAN-OCHOUKPA carré 4824",none,2018-10-02,none,none
Isaac Schneider,Masculin,"MONO,ATHIEME,ATCHANNOU,AGBEDRANFO carré 2230",none,2009-10-30,none,none
Roland de Gaudin,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,ABIKOUHOLI carré 2936",rolanddegaudin@gmail.com,1983-08-13,+22964065203,chargé hygiène sécurité environnement (HSE)
Jacques Allard,Masculin,"ATLANTIQUE,TOFFO,COUSSI,DOWA carré 9595",jacquesallard@gmail.com,1990-02-10,+22995412002,conducteur de train
Dorothée Charles,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,YOLOMAHOUTO carré 8589",dorothéecharles@gmail.com,1935-03-03,+22964558288,ingénieur analyste de l'air
Aimée du Hernandez,Féminin,"DONGA,DJOUGOU,DJOUGOU I,MADINA carré 8605",none,2016-06-24,none,none
Raymond Godard,Masculin,"BORGOU,KALALE,KALALE,NASSICONZI carré 8327",none,2008-01-13,none,none
Jules Collin,Masculin,"COUFFO,DOGBO,TOTA,TOTA BALIME carré 2761",julescollin@gmail.com,1934-09-14,+22995936094,ingénieur plasturgiste
Madeleine Le Dupuis,Féminin,"ZOU,ZOGBODOMEY,DOME,AGA carré 8296",madeleineledupuis@gmail.com,1966-05-19,+22995815122,agent d'escale
Alexandria de la Grégoire,Féminin,"ALIBORI,BANIKOARA,SOMPEROUKOU,SIMPEROU-GAH carré 3103",alexandriadelagrégoire@gmail.com,1988-09-01,+22991616500,ingénieur hydroécologue
Virginie Carre du Evrard,Féminin,"ALIBORI,KANDI,KANDI 2,ALEKPARE carré 2739",virginiecarreduevrard@gmail.com,1981-11-22,+22995402993,technicien des industries du verre
Benoît de Fouquet,Masculin,"COUFFO,LALO,ADOUKANDJI,YAMONTOU carré 8369",benoîtdefouquet@gmail.com,1938-08-10,+22997982809,opérateur en traitement des matériaux
Marine Marie,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,FINAFA carré 6410",marinemarie@gmail.com,1978-06-10,+22995126759,responsable de la collecte des déchets ménagers
Étienne Mary,Féminin,"LITTORAL,COTONOU,3EME ARRONDISSEMENT,ADJEGOUNLE carré 8228",étiennemary@gmail.com,2003-07-22,+22995926435,biostatisticien
Alexandre Maréchal,Féminin,"COLLINES,GLAZOUE,MAGOUMI,AIDJESSO carré 6773",none,2017-07-31,none,none
Valérie Alexandre,Féminin,"ATLANTIQUE,ALLADA,SEKOU,AGBANTOKPA carré 3445",valériealexandre@gmail.com,1979-12-06,+22964821369,journaliste
Agnès Guérin de la Le Roux,Masculin,"ZOU,ZOGBODOMEY,DOME,DOME carré 1844",agnèsguérindelaleroux@gmail.com,2001-07-30,+22964741106,directeur de création
Théophile de Bernard,Féminin,"COLLINES,SAVE,BONI,MADINA carré 9659",théophiledebernard@gmail.com,1940-09-11,+22964880120,matelot de la Marine Nationale
Constance Vincent,Féminin,"ATLANTIQUE,TOFFO,COUSSI,SEDESSA ALIGOUDO carré 8054",constancevincent@gmail.com,1936-06-05,+22964887227,serrurier dépanneur dépanneuse
Susan Gaillard,Masculin,"ALIBORI,GOGOUNOU,SORI,KANTAKPARA-WOKPAROU carré 3104",susangaillard@gmail.com,1950-03-08,+22967283367,animateur du patrimoine
Adrien Diallo,Masculin,"ATLANTIQUE,ZE,DODJI-BATA,GBETO-FONGBO carré 0128",adriendiallo@gmail.com,1978-06-30,+22964338875,archéologue
Monique Petit,Féminin,"OUEME,SEME-PODJI,EKPE,EKPE KANHONNOU carré 2012",moniquepetit@gmail.com,1986-09-15,+22953699916,agent arboricole
Monique du Lemaire,Féminin,"COLLINES,BANTE,GOUKA,MONTEWO-ATAKE-AGBADO carré 2097",moniquedulemaire@gmail.com,1964-06-25,+22951943780,conducteur de machines à papier
Victor du Dumont,Masculin,"OUEME,AKPRO-MISSERETE,AKPRO-MISSERETE,KPOGON carré 2363",victordudumont@gmail.com,1988-02-05,+22995131043,ingénieur du son
Marianne Blanchard,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,ALEGLETA carré 8014",marianneblanchard@gmail.com,1967-04-06,+22995215872,ingénieur cloud computing
Daniel Guillet,Masculin,"ZOU,ZOGBODOMEY,CANA II,ZOUNGBO-ZOUNME carré 5177",none,2021-09-21,none,none
Patricia Briand,Féminin,"ATLANTIQUE,TOFFO,AGUE,SEDJE carré 1748",patriciabriand@gmail.com,1954-03-28,+22964901498,spécialiste des affaires réglementaires en chimie
Marguerite Dumas,Féminin,"ZOU,ZA-KPOTA,ZA-KPOTA,ZA-KPOTA carré 7335",none,2012-12-06,none,none
Gilles Gimenez,Masculin,"BORGOU,PARAKOU,2EME ARRONDISSEMENT,BANIKANNI carré 9434",gillesgimenez@gmail.com,1968-04-26,+22961521922,agent d'exploitation de l'eau
Tristan Garnier,Masculin,"MONO,COME,COME,AVEDJI carré 6439",tristangarnier@gmail.com,1946-05-30,+22964731615,agent général générale d'assurances
Lucy Fontaine,Masculin,"MONO,ATHIEME,ATCHANNOU,GOUDON carré 7746",lucyfontaine@gmail.com,1972-07-19,+22995301566,ingénieur en électronique numérique
Patrick Jacquet,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,HLOUAKOMEY carré 3947",none,2019-04-22,none,none
Renée Chevalier,Féminin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,GUEMA carré 4402",none,2008-02-23,none,none
Frédéric Lebreton,Masculin,"OUEME,AGUEGUES,ZOUNGAME,KINDJI carré 4824",frédériclebreton@gmail.com,1940-09-20,+22964833720,aide-chimiste
Aurore de la Guillaume,Féminin,"ZOU,BOHICON,BOHICON II,SOGBA carré 7242",none,2012-10-16,none,none
Patrick Jourdan,Masculin,"COUFFO,APLAHOUE,APLAHOUE,KAÏTEMEY carré 2461",none,2019-02-09,none,none
Jacques Lemoine,Masculin,"COUFFO,KLOUEKANMEY,AHOGBEYA,GAHAYADJI carré 0526",jacqueslemoine@gmail.com,2002-02-20,+22964623568,chef monteur monteuse
Lucie Foucher-Chartier,Féminin,"ATACORA,BOUKOUMBE,TABOTA,TABOTA carré 5186",luciefoucher-chartier@gmail.com,1991-08-06,+22996971289,responsable de fabrication en chimie
Alex Marques,Masculin,"ALIBORI,GOGOUNOU,SORI,GASSO carré 0596",alexmarques@gmail.com,1939-11-18,+22964764576,webmestre
Guy Brunel,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,ZOGBADJE carré 3582",none,2006-02-28,none,none
Alice de la Diaz,Féminin,"MONO,HOUEYOGBE,SE,LOGOHOUE carré 3590",alicedeladiaz@gmail.com,1991-08-11,+22950740695,architecte naval
Élise Lecoq,Féminin,"COLLINES,OUESSE,GBANLIN,VOSSA carré 8743",éliselecoq@gmail.com,1935-02-24,+22964058812,costumier
Marine Leleu,Féminin,"ALIBORI,MALANVILLE,MALANVILLE,WOLLO carré 5340",marineleleu@gmail.com,1992-12-04,+22995059948,ingénieur logiciel
Marguerite Pinto,Féminin,"ATLANTIQUE,ZE,TANGBO,AGBODJEDO carré 2745",margueritepinto@gmail.com,1995-09-26,+22964122594,économiste de la construction
Marianne Rossi,Féminin,"ALIBORI,BANIKOARA,GOMPAROU,KALI carré 6585",mariannerossi@gmail.com,1959-06-30,+22995964498,formateur technique en agroéquipement
Guillaume Sauvage,Féminin,"ZOU,DJIDJA,MONSOUROU,GOUNOUKOUIN carré 7515",guillaumesauvage@gmail.com,1936-01-20,+22959536971,responsable de laboratoire de contrôle en chimie
Augustin Hoareau,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,ATROKPO-CODJI carré 5458",augustinhoareau@gmail.com,2000-12-05,+22991606101,BIM manager
Nicolas Potier-Daniel,Masculin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,GBODJETIN carré 6659",nicolaspotier-daniel@gmail.com,1932-08-02,+22991336607,facteur d'instruments
Célina Langlois,Féminin,"ATLANTIQUE,OUIDAH,PAHOU,AHOZON carré 9999",none,2014-04-25,none,none
Anne Neveu,Féminin,"PLATEAU,KETOU,IDIGNY,ILLARA-KANGA carré 9642",anneneveu@gmail.com,1980-04-04,+22995949649,relieur-doreur
Pauline Rodrigues,Féminin,"COLLINES,BANTE,GOUKA,MAMATCHOKE carré 8089",none,2014-09-10,none,none
Émilie Garnier,Féminin,"PLATEAU,KETOU,KPANKOU,VEDJI carré 8547",émiliegarnier@gmail.com,1996-05-27,+22964709063,mécanicien-outilleur
Patrick Tessier,Masculin,"DONGA,DJOUGOU,KOLOCONDE,AGOROGOSSI carré 4257",patricktessier@gmail.com,1970-07-13,+22964002335,hydrologue
